Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,1.0,FA # Persian,B1,most frequent,Abstract Concepts,anger,strong;sudden;bad;hot;deep;quick;dangerous;blind;bitter;raw
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,rival,fierce;strong;business;sports;old;dangerous;competitive;bitter;corporate;skilled
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,sister,younger;older;loving;protective;annoying;twin;close;distant;supportive;fun
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Social Relationships,stranger,mysterious;unknown;friendly;dangerous;passing;foreign;helpful;suspicious;lone;tall
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,above,high;distant;clear;visible;bright;floating;overhead;superior;elevated;shining
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,back,rear;hidden;strong;sore;straight;covered;wooden;dark;distant;broad
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,below,deep;hidden;lower;dark;submerged;inferior;quiet;underground;unseen;cold
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,east,rising;distant;coastal;sunny;ancient;far;eastern;bright;rural;exotic
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,front,main;wide;open;visible;busy;grand;forward;clean;decorated;leading
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,inside,warm;dark;hidden;cozy;empty;secret;inner;protected;quiet;spacious
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,left,western;abandoned;free;sharp;remaining;unused;open;dark;empty;hidden
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,north,frozen;distant;polar;cold;ancient;northern;rugged;vast;wild;snowy
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,outside,cold;bright;wet;empty;vast;noisy;green;exposed;dark;free
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,right,correct;strong;sharp;proper;eastern;dominant;accurate;firm;legal;straight
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,south,warm;tropical;distant;southern;sunny;coastal;vast;dry;exotic;humid
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Spatial Concepts,west,wild;distant;coastal;setting;western;rugged;vast;dry;ancient;golden
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,century,past;future;long;golden;dark;recent;ancient;progressive;turbulent;enlightened
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,day,long;sunny;short;busy;rainy;clear;dark;lazy;warm;exciting
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,evening,quiet;cool;long;peaceful;dark;romantic;busy;golden;relaxing;mild
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,hour,long;short;busy;quiet;golden;final;early;late;productive;tense
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,minute,short;final;quick;tense;precious;last;early;silent;busy;fleeting
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,month,long;short;busy;quiet;festive;cold;warm;final;early;productive
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,morning,fresh;early;bright;foggy;cold;quiet;busy;sunny;crisp;lazy
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;sleepless;mysterious;warm;endless;festive
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,season,long;short;warm;cold;festive;rainy;dry;blooming;harvest;mild
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,second,final;last;quick;tense;precious;early;silent;busy;fleeting;crucial
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,week,long;short;busy;quiet;final;early;productive;relaxing;stressful;festive
grok-3-mini,think-in-native,1.0,FA # Persian,C2,most frequent,Time Concepts,year,long;short;busy;quiet;golden;dark;productive;exciting;final;new
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;suppressed;violent;quiet;righteous;simmering
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,courage,brave;unwavering;heroic;bold;foolish;moral;physical;innate;displayed;tested
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,fear,intense;sudden;deep;irrational;paralyzing;overwhelming;primal;hidden;constant;gripping
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,freedom,absolute;personal;political;economic;religious;hard-won;limited;true;basic;universal
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;overwhelming;fleeting;inner;shared;contagious;profound
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,hate,intense;deep;blind;racial;personal;irrational;enduring;mutual;destructive;bitter
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,honesty,brutal;complete;refreshing;rare;absolute;straightforward;painful;admirable;unwavering;transparent
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,justice,blind;swift;poetic;social;divine;human;fair;delayed;ultimate;restorative
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;ancient;modern;hidden;shared;forbidden;essential
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,love,true;eternal;unconditional;passionate;platonic;forbidden;lost;newfound;deep;romantic
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,peace,inner;world;fragile;lasting;negotiated;quiet;global;personal;disturbed;serene
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;innate;hard-earned;spiritual;worldly;foolish;gained;timeless
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,bell,loud;ringing;antique;small;large;golden;silver;church;alarm;handheld
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,candle,flickering;wax;scented;tall;short;colored;melting;romantic;emergency;decorative
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,carpet,soft;woolen;colorful;old;new;thick;thin;oriental;patterned;woven
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,coin,ancient;shiny;rare;gold;silver;old;modern;valuable;counterfeit;small
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ancient;ceremonial;heavy;symbolic;ornate;stolen;imperial
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,flag,national;waving;colorful;old;torn;proud;symbolic;foreign;faded;historical
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,mask,protective;decorative;scary;ancient;facial;colorful;hidden;theatrical;medical;mysterious
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,necklace,golden;silver;beaded;antique;elegant;simple;heavy;sparkling;handmade;valuable
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,painting,beautiful;old;modern;colorful;abstract;detailed;famous;landscape;portrait;framed
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,ring,golden;silver;diamond;antique;simple;engraved;heavy;shiny;wedding;valuable
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,statue,ancient;marble;bronze;tall;historical;damaged;heroic;public;decorative;realistic
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,vase,antique;ceramic;glass;colorful;tall;decorative;broken;elegant;floral;handmade
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;stormy;high;drifting;thin;heavy;rainy;beautiful
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,earthquake,strong;devastating;sudden;minor;major;destructive;shallow;deep;frequent;rare
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,fog,thick;dense;morning;mysterious;cold;wet;light;rolling;coastal;persistent
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,lightning,bright;fast;dangerous;forked;sudden;electrical;distant;powerful;nighttime;dramatic
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;cold;warm;seasonal;refreshing;stormy;gentle
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;bright;arched;double;faint;beautiful;rare;evening;natural;vivid
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,snow,white;fluffy;deep;fresh;melting;heavy;light;winter;powdery;frozen
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,storm,violent;fierce;sudden;tropical;windy;rainy;electrical;intense;approaching;destructive
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;sudden;ominous;powerful;nighttime;echoing;frightening;brief
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;coastal;gentle;rough;daily;unpredictable
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;dangerous;ancient;smoking;fiery;remote;destructive
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;northern;eastern;refreshing
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,apple,red;green;fresh;juicy;ripe;sweet;tart;large;small;organic
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,banana,yellow;ripe;green;sweet;long;soft;fresh;peeled;tropical;curved
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,beef,fresh;lean;grilled;tender;fatty;cooked;raw;organic;expensive;juicy
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,bread,fresh;soft;warm;sliced;whole-grain;crusty;white;toasted;homemade;stale
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,broccoli,green;fresh;steamed;crunchy;organic;raw;frozen;healthy;tender;bitter
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,cheese,sharp;soft;hard;creamy;aged;mild;grated;fresh;imported;flavorful
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,chicken,fresh;roasted;grilled;tender;organic;boneless;fried;spicy;whole;lean
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,egg,fresh;boiled;fried;large;small;organic;brown;white;cracked;runny
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,fish,fresh;grilled;smoked;salty;oily;wild;farmed;large;small;tasty
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,pasta,cooked;al dente;homemade;dried;Italian;cheesy;spicy;simple;fresh;stuffed
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;sticky;wild;organic;long-grain;short-grain
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Food Items,soup,hot;creamy;vegetable;chicken;spicy;thick;clear;homemade;flavorful;hearty
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,artist,talented;creative;famous;struggling;dedicated;young;experienced;visionary;passionate;skilled
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,athlete,strong;fast;dedicated;professional;Olympic;injured;fit;competitive;young;skilled
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,chef,skilled;famous;creative;experienced;young;passionate;professional;innovative;busy;talented
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,doctor,skilled;experienced;caring;busy;young;senior;specialized;dedicated;compassionate;reliable
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,engineer,skilled;innovative;experienced;young;creative;professional;dedicated;technical;reliable;smart
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,farmer,hardworking;experienced;local;organic;young;dedicated;rural;skilled;traditional;successful
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,lawyer,experienced;sharp;successful;young;corporate;dedicated;ethical;aggressive;reliable;smart
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,musician,talented;famous;young;skilled;passionate;classical;rock;dedicated;innovative;experienced
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,scientist,brilliant;dedicated;innovative;experienced;young;research;environmental;medical;smart;curious
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,soldier,brave;trained;experienced;young;dedicated;heroic;disciplined;elite;wounded;loyal
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,teacher,dedicated;experienced;young;inspiring;patient;skilled;passionate;strict;knowledgeable;creative
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Human Roles,writer,talented;famous;young;skilled;creative;dedicated;prolific;insightful;mysterious;experienced
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,book,old;new;thick;thin;interesting;boring;hardcover;paperback;educational;fictional
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,bridge,old;new;long;high;wooden;stone;modern;historic;strong;suspended
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,drums,loud;rhythmic;wooden;large;small;electronic;traditional;shiny;handmade;deep-sounding
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,earth,green;blue;vast;ancient;fertile;dry;round;living;damaged;beautiful
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,flute,wooden;silver;sweet-sounding;small;ancient;modern;handheld;melodic;shiny;traditional
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,key,small;metal;old;new;rusty;shiny;spare;security;golden;lost
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,knife,sharp;dull;metal;wooden-handled;kitchen;pocket;old;new;dangerous;useful
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,lock,old;new;metal;electronic;rusty;secure;broken;small;large;combination
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,moon,full;crescent;bright;dark;distant;silvery;waxing;waning;beautiful;mysterious
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,pen,black;blue;red;fountain;ballpoint;old;new;cheap;expensive;leaking
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,sun,bright;hot;yellow;rising;setting;warm;distant;powerful;midday;golden
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,sword,sharp;ancient;metal;long;short;decorative;ceremonial;heavy;shiny;legendary
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,cat,black;white;fluffy;playful;lazy;wild;domestic;young;old;stray
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,dog,loyal;friendly;big;small;energetic;lazy;trained;wild;young;old
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;wild;captive;large;social;graceful;marine;fast
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,elephant,large;gray;wild;tame;strong;intelligent;endangered;majestic;old;young
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,hamster,small;furry;playful;cute;fast;nocturnal;tame;wild;brown;white
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,monkey,playful;clever;wild;tame;small;large;furry;noisy;agile;curious
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,mouse,small;gray;fast;timid;wild;tame;furry;nocturnal;clever;quiet
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,peacock,colorful;proud;wild;tame;large;beautiful;noisy;exotic;feathered;majestic
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,rabbit,white;fluffy;fast;wild;tame;small;cute;energetic;furry;shy
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,shark,large;dangerous;fast;predatory;marine;gray;fierce;solitary;ancient;aggressive
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,snake,long;poisonous;slithering;wild;tame;colorful;green;black;dangerous;stealthy
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,whale,large;majestic;marine;endangered;graceful;singing;blue;gray;ancient;migratory
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,city,busy;large;modern;old;crowded;beautiful;industrial;coastal;historic;noisy
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,desert,hot;dry;vast;sandy;barren;beautiful;remote;windy;golden;harsh
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,forest,dense;green;ancient;dark;lush;wild;peaceful;tropical;quiet;vast
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,island,tropical;remote;small;large;beautiful;volcanic;sandy;deserted;green;rocky
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,lake,deep;blue;calm;frozen;large;small;clear;polluted;scenic;freshwater
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,mountain,high;snowy;rugged;green;tall;ancient;volcanic;steep;beautiful;remote
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;mysterious;cold;warm
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,plain,flat;vast;green;dry;fertile;open;windy;empty;grassy;endless
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,plateau,high;flat;rocky;vast;dry;green;ancient;scenic;remote;elevated
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,river,wide;narrow;deep;shallow;fast-flowing;calm;polluted;clean;scenic;winding
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,valley,deep;green;fertile;narrow;wide;scenic;remote;beautiful;hidden;peaceful
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Places,village,small;quiet;rural;ancient;modern;peaceful;isolated;charming;traditional;coastal
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,cactus,spiky;green;tall;small;desert;flowering;hardy;wild;planted;dry
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,eggplant,purple;fresh;round;long;shiny;ripe;cooked;organic;bitter;soft
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,flower,beautiful;colorful;fragrant;wild;garden;red;yellow;blooming;delicate;fresh
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,grass,green;tall;short;wet;dry;lush;wild;mowed;soft;thick
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,lettuce,green;fresh;crisp;organic;leafy;raw;washed;bitter;salad;cool
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,mushroom,wild;edible;poisonous;small;large;fresh;dried;white;brown;earthy
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,onion,white;red;yellow;fresh;spicy;raw;cooked;strong-smelling;sliced;crunchy
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,pepper,red;green;hot;sweet;fresh;spicy;sliced;dried;crunchy;flavorful
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,potato,large;small;fresh;baked;fried;organic;peeled;starchy;yellow;red
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,rose,red;beautiful;fragrant;thorny;blooming;wild;garden;pink;fresh;delicate
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,tomato,red;fresh;ripe;juicy;round;organic;sliced;raw;cooked;sweet
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Plants,tree,tall;green;old;young;leafy;fruit-bearing;shady;ancient;strong;bare
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,ally,strong;reliable;faithful;strategic;close;helpful;trusted;international;loyal;supportive
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,brother,older;younger;loving;protective;mischievous;supportive;distant;close;fun;caring
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,enemy,dangerous;sworn;fierce;ancient;powerful;hidden;foreign;bitter;relentless;defeated
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,father,loving;strict;busy;wise;young;old;supportive;absent;caring;hardworking
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,follower,loyal;dedicated;faithful;blind;enthusiastic;mass;religious;political;active;obedient
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,friend,close;loyal;trustworthy;fun;old;new;supportive;reliable;childhood;best
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,leader,strong;charismatic;wise;effective;young;old;inspiring;authoritarian;visionary;respected
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,mother,loving;caring;strict;busy;wise;young;old;supportive;nurturing;devoted
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,partner,reliable;business;life;equal;supportive;trusted;professional;romantic;loyal;capable
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,rival,fierce;strong;competitive;bitter;corporate;sports;historical;dangerous;skilled;persistent
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,sister,younger;older;loving;protective;fun;supportive;close;distant;caring;adventurous
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Social Relationships,stranger,unknown;mysterious;dangerous;friendly;passing;foreign;helpful;suspicious;wandering;new
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,above,high;overhead;upper;elevated;superior;floating;distant;clear;bright;vast
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,back,rear;hidden;distant;strong;curved;straight;wide;narrow;supportive;aching
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,below,low;underground;submerged;inferior;hidden;deep;dark;quiet;cool;vast
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,east,eastern;sunny;distant;coastal;rising;ancient;modern;remote;beautiful;vast
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,front,main;forward;visible;busy;open;wide;narrow;decorative;strong;clean
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,inside,inner;hidden;warm;dark;safe;comfortable;secret;empty;full;quiet
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,left,western;unused;empty;free;hidden;dark;quiet;narrow;open;shaded
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,north,northern;cold;distant;polar;forested;mountainous;remote;windy;vast;ancient
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,outside,outer;exposed;cold;warm;bright;dark;noisy;quiet;fresh;vast
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,right,correct;proper;eastern;straight;accurate;true;lawful;dominant;precise;strong
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,south,southern;warm;tropical;distant;coastal;humid;vast;ancient;sunny;remote
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,west,western;setting;dry;coastal;vast;remote;ancient;windy;beautiful;rugged
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,century,past;future;golden;dark;modern;ancient;prosperous;turbulent;brief;long
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,day,sunny;rainy;long;short;busy;lazy;bright;dark;hot;cold
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,evening,calm;cool;peaceful;late;early;romantic;quiet;warm;dark;relaxing
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,hour,long;short;early;late;golden;final;quiet;busy;productive;wasted
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,minute,short;long;final;precious;wasted;quiet;busy;last;first;fleeting
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,month,long;short;busy;quiet;festive;cold;hot;rainy;dry;final
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,morning,fresh;early;bright;foggy;cool;busy;quiet;sunny;crisp;energetic
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,night,dark;quiet;starry;long;short;cold;warm;mysterious;peaceful;sleepless
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,season,long;short;wet;dry;cold;hot;festive;mild;harsh;changing
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,second,short;final;precious;last;first;quick;slow;crucial;wasted;ticking
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,week,long;short;busy;quiet;final;starting;productive;relaxing;eventful;ordinary
grok-3-mini,think-in-native,1.0,FA # Persian,Perfect,most frequent,Time Concepts,year,long;short;busy;productive;challenging;successful;new;old;memorable;ordinary
