Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,basic,1.0,VI # Vietnamese,B1,most frequent,Abstract Concepts,anger,big;hot;bad;strong;hard;much;real;true;other;new
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,right,absolute;correct;direct;due;ethical;extreme;hard;immediate;just;moral
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,south,far;middle;near;southeast;southern;southwest;true;lower;far-south;southernmost
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Spatial Concepts,west,far;middle;near;northwest;southwestern;true;upper;far-west;westernmost;wild
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,century,early;eighteenth;late;long;mid;nineteenth;present;twentieth;twenty-first;recent
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,day,busy;cloudy;cold;early;eventful;fine;good;hot;last;long
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,evening,beautiful;calm;cool;dark;early;fine;late;long;quiet;warm
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,hour,busy;early;golden;late;long;lost;quiet;rush;spent;wee
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,minute,agonizing;brief;fleeting;important;last;precious;spare;wasted;few;long
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,month,busy;early;following;last;late;long;lunar;past;preceding;short
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,morning,beautiful;bright;calm;cold;early;fine;good;late;quiet;warm
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,night,black;clear;cold;dark;early;late;long;peaceful;quiet;silent
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,season,dry;early;favorite;late;long;rainy;short;spring;summer;winter
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,second,fleeting;important;last;lost;mere;split;spare;wasted;next;previous
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,week,busy;hectic;last;long;next;past;previous;quiet;short;coming
gemini-2.0-flash,basic,1.0,VI # Vietnamese,C2,most frequent,Time Concepts,year,academic;busy;eventful;following;good;last;leap;long;past;previous
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,anger,hot;intense;blind;burning;deep;suppressed;righteous;uncontrollable;cold;seething
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,courage,great;true;unwavering;quiet;unexpected;moral;physical;fierce;remarkable;admirable
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,fear,great;real;deep;irrational;unfounded;paralyzing;mortal;common;abject;primal
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,freedom,basic;fundamental;political;economic;personal;religious;limited;conditional;hard-won;national
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,happiness,great;pure;simple;unexpected;infectious;fleeting;genuine;shared;childlike;lasting
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,hate,deep;intense;bitter;irrational;blind;seething;consuming;mutual;abiding;visceral
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,honesty,brutal;refreshing;absolute;complete;transparent;unwavering;disarming;remarkable;simple;sincere
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,justice,social;economic;restorative;fair;equal;impartial;blind;swift;delayed;rough
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,knowledge,deep;vast;practical;specialized;theoretical;tacit;empirical;acquired;common;scientific
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,love,great;true;unconditional;selfless;requited;unrequited;first;deep;familial;romantic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,peace,lasting;fragile;uneasy;inner;world;international;temporary;cold;negotiated;hard-won
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Abstract Concepts,wisdom,great;accumulated;practical;ancient;conventional;unconventional;spiritual;intuitive;profound;earned
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,bell,loud;clear;silver;church;school;warning;ship's;hand;dinner;brass
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,candle,burning;flickering;wax;scented;tall;short;white;red;emergency;decorative
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,carpet,thick;soft;wool;oriental;Persian;area;red;new;old;worn
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,coin,gold;silver;old;rare;collectible;lucky;fake;metal;shiny;foreign
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ceremonial;silver;heavy;ornate;simple;historical;inherited
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,flag,national;waving;red;white;blue;tattered;flown;half-mast;symbolic;revolutionary
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,mask,protective;surgical;decorative;tribal;Halloween;Venetian;plastic;scary;anonymity;oxygen
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,necklace,gold;silver;pearl;diamond;beaded;simple;ornate;charm;antique;costume
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,painting,beautiful;abstract;landscape;portrait;famous;old;original;watercolor;oil;impressionist
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,ring,gold;silver;diamond;wedding;engagement;signet;simple;ornate;antique;valuable
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,statue,bronze;marble;stone;tall;commemorative;public;religious;small;ancient;modern
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,vase,glass;ceramic;porcelain;tall;short;flower;decorative;antique;valuable;simple
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,cloud,white;dark;grey;rain;fluffy;ominous;passing;thunder;storm;low
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,earthquake,strong;major;devastating;unexpected;recent;powerful;minor;destructive;aftershock;seismic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,fog,thick;dense;heavy;rolling;sea;pea-soup;morning;evening;patchy;freezing
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;sheet;distant;close;dangerous;summer;winter;powerful
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;acid;warm;cold;gentle;driving;persistent
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,rainbow,bright;double;faint;full;arched;colorful;fleeting;vivid;spectacular;incomplete
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,snow,heavy;light;falling;wet;dry;fresh;deep;drifting;melting;powdery
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,storm,severe;violent;electrical;rain;wind;snow;approaching;brewing;passing;tropical
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,thunder,loud;distant;rolling;crashing;booming;echoing;close;sudden;heavy;ominous
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,tide,high;low;incoming;outgoing;strong;spring;neap;daily;rising;falling
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;extinct;erupting;volcanic;large;small;nearby;shield;stratovolcano
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,wind,strong;light;cold;warm;gusty;prevailing;easterly;westerly;gentle;howling
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,apple,red;green;ripe;crisp;juicy;sweet;tart;delicious;organic;Granny Smith
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,banana,yellow;ripe;green;Cavendish;organic;sweet;soft;overripe;unripe;small
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,beef,tender;tough;lean;ground;prime;grass-fed;organic;aged;raw;cooked
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,bread,white;whole wheat;rye;fresh;stale;toasted;sourdough;crusty;soft;sliced
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,broccoli,green;fresh;raw;steamed;cooked;organic;healthy;frozen;florets;baby
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,cheese,cheddar;Swiss;mozzarella;hard;soft;creamy;sharp;aged;blue;processed
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,chicken,fried;roasted;grilled;boneless;skinless;organic;tender;juicy;cooked;raw
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,egg,fresh;hard-boiled;scrambled;fried;raw;organic;white;brown;cracked;deviled
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,fish,fresh;saltwater;freshwater;grilled;fried;raw;cooked;bony;flaky;oily
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,pasta,spaghetti;fettuccine;penne;cooked;dried;fresh;whole wheat;Italian;al dente;long
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,rice,white;brown;basmati;jasmine;cooked;raw;long-grain;short-grain;sticky;wild
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Food Items,soup,hot;cold;creamy;chicken;vegetable;tomato;homemade;canned;thick;thin
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,artist,talented;famous;struggling;young;old;contemporary;modern;classical;prolific;visionary
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,athlete,professional;amateur;young;talented;dedicated;disciplined;injured;famous;Olympic;competitive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,chef,talented;famous;head;executive;sous;line;pastry;experienced;creative;demanding
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,doctor,general;specialist;family;young;experienced;dedicated;caring;skilled;local;hospital
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,engineer,civil;mechanical;electrical;software;experienced;skilled;professional;structural;chemical;aerospace
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,farmer,local;small;organic;hardworking;traditional;modern;family;independent;dairy;crop
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,lawyer,experienced;corporate;criminal;family;successful;defense;prosecuting;young;senior;trustworthy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,musician,talented;professional;amateur;young;experienced;classical;jazz;rock;famous;local
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,scientist,brilliant;research;leading;young;experienced;dedicated;innovative;renowned;theoretical;experimental
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,soldier,brave;young;experienced;dedicated;injured;veteran;professional;conscripted;active;fallen
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,teacher,dedicated;experienced;patient;young;old;enthusiastic;effective;caring;inspiring;strict
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Human Roles,writer,talented;famous;aspiring;young;experienced;prolific;published;successful;struggling;creative
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,book,interesting;long;short;old;new;popular;hardcover;paperback;fiction;non-fiction
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,bridge,long;short;suspension;stone;wooden;steel;old;new;famous;covered
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,drums,loud;acoustic;electronic;new;old;snare;bass;tom;percussion;rhythmic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,earth,round;blue;fertile;barren;dry;wet;dusty;rocky;polluted;green
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,flute,silver;wooden;bamboo;concert;simple;ornate;sweet;high;mellow;piercing
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,key,metal;small;spare;house;car;important;lost;found;new;old
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,knife,sharp;dull;kitchen;hunting;pocket;steak;butter;new;old;rusty
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,lock,strong;weak;secure;combination;key;new;old;rusty;broken;pad
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,moon,full;crescent;bright;dark;new;waning;waxing;silver;distant;gibbous
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,pen,black;blue;ballpoint;fountain;new;old;empty;broken;expensive;cheap
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,sun,bright;hot;warm;rising;setting;distant;yellow;powerful;blinding;radiant
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Inanimate Objects,sword,sharp;long;steel;ancient;ceremonial;rusty;heavy;light;broad;double-edged
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,cat,black;white;fluffy;stray;domestic;wild;young;old;playful;lazy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,dog,loyal;friendly;big;small;black;white;stray;domestic;wild;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;friendly;marine;bottlenose;grey;fast;wild;trained;leaping
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,elephant,large;grey;African;Asian;wild;domesticated;old;young;strong;gentle
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,hamster,small;cute;furry;golden;brown;pet;young;active;sleepy;caged
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,monkey,playful;mischievous;small;large;wild;trained;intelligent;active;furry;brown
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,mouse,small;grey;brown;wild;domestic;squeaky;timid;quick;young;old
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,peacock,colorful;beautiful;proud;large;male;Indian;iridescent;exotic;strutting;displaying
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,rabbit,white;brown;wild;domestic;furry;long-eared;hopping;timid;young;old
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,shark,dangerous;large;great white;hammerhead;predatory;marine;fast;grey;powerful;feared
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,snake,long;venomous;non-venomous;green;brown;black;slithering;dangerous;constricting;harmless
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Neutral Animals,whale,large;blue;humpback;gray;marine;migrating;singing;endangered;powerful;gentle
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,city,large;modern;bustling;historic;coastal;industrial;capital;vibrant;crowded;ancient
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,desert,hot;dry;barren;sandy;vast;arid;lonely;remote;rocky;desolate
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,forest,dense;green;old-growth;national;wild;dark;deep;ancient;tropical;coniferous
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,island,tropical;small;volcanic;deserted;remote;beautiful;green;rocky;sandy;large
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,lake,large;deep;clear;freshwater;frozen;mountain;scenic;blue;calm;shallow
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,mountain,high;tall;snow-capped;rocky;green;majestic;dangerous;remote;volcanic;ancient
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,ocean,deep;vast;blue;cold;warm;salty;stormy;calm;pacific;atlantic
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,plain,flat;open;grassy;wide;fertile;empty;vast;rolling;treeless;arid
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,plateau,high;flat;rocky;arid;vast;wind-swept;elevated;barren;tableland;isolated
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,river,long;wide;deep;fast-flowing;slow-flowing;winding;muddy;clear;navigable;major
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,valley,green;fertile;narrow;wide;deep;scenic;mountain;river;hidden;rolling
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Places,village,small;quiet;rural;peaceful;remote;traditional;friendly;picturesque;charming;isolated
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,cactus,spiky;desert;green;tall;short;flowering;prickly;drought-resistant;succulent;thorny
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,eggplant,purple;large;raw;cooked;fried;stuffed;grilled;roasted;Italian;Asian
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,flower,beautiful;colorful;fragrant;fresh;blooming;wild;garden;small;large;delicate
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,grass,green;short;tall;lush;dry;freshly cut;artificial;wild;overgrown;damp
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,lettuce,green;fresh;crisp;leafy;romaine;iceberg;butter;organic;raw;healthy
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,mushroom,edible;poisonous;wild;cultivated;brown;white;small;large;fresh;dried
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,onion,white;yellow;red;raw;cooked;sweet;strong;sliced;chopped;caramelized
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,pepper,black;white;red;green;spicy;hot;sweet;bell;crushed;ground
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,potato,white;red;russet;baked;fried;mashed;roasted;boiled;sweet;new
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,rose,red;pink;white;yellow;fragrant;beautiful;thorny;long-stemmed;blooming;wilting
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,tomato,red;ripe;green;fresh;juicy;raw;cooked;sliced;diced;canned
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Plants,tree,tall;green;old;large;deciduous;evergreen;strong;leafy;bare;shady
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,ally,strong;reliable;loyal;political;key;important;strategic;natural;unlikely;steadfast
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,brother,older;younger;big;little;step;half;close;estranged;beloved;protective
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,enemy,bitter;mortal;sworn;political;powerful;dangerous;formidable;relentless;common;personal
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,father,loving;strict;biological;adoptive;step;absent;good;supportive;old;young
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,follower,loyal;devoted;ardent;blind;passive;active;numerous;enthusiastic;obedient;registered
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,friend,good;best;old;new;close;loyal;childhood;true;reliable;casual
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,leader,strong;charismatic;effective;political;military;elected;appointed;natural;popular;decisive
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,mother,loving;caring;biological;adoptive;step;young;old;protective;supportive;working
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,partner,business;life;dance;equal;senior;junior;strategic;reliable;long-term;legal
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,rival,fierce;bitter;main;political;business;sporting;academic;worthy;formidable;longtime
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,sister,older;younger;big;little;half;step;close;distant;protective;annoying
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Social Relationships,stranger,complete;total;friendly;suspicious;dangerous;unknown;familiar;passing;helpful;mysterious
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,above,mentioned;stated;average;clear;all;high;the;the aforementioned;true;sea-level
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,back,sore;lower;strong;upper;injured;bad;aching;stiff;healthy;muscular
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,below,mentioned;average;freezing;the;sea-level;knee;poverty;ground;code;surface
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,east,far;middle;wild;near;south;north;west;central;asia;european
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,front,near;new;central;left;right;big;small;close;back;top
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,inside,deep;the;safe;warm;cool;out;large;dark;small;back
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,left,far;near;right;hard;soft;political;the;alone;standing;hand
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,north,far;near;the;south;east;west;cold;polar;above;america
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,outside,far;near;the;cold;warm;safe;out;front;back;large
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,right,far;near;left;human;equal;political;the;wrong;legal;hand
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,south,far;near;the;north;east;west;american;above;central;sea
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Spatial Concepts,west,far;near;wild;the;coast;side;east;north;south;texas
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,century,twentieth;twenty-first;nineteenth;past;present;future;long;last;next;new
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,day,good;bad;long;short;sunny;rainy;hot;cold;busy;free
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,evening,nice;quiet;warm;cool;beautiful;long;short;summer;winter;late
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,hour,long;short;late;early;fixed;crucial;appointed;scheduled;working;peak
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,minute,long;short;important;critical;few;precious;last;next;crucial;fleeting
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,month,long;short;last;next;current;past;coming;winter;summer;spring
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,morning,good;beautiful;early;late;sunny;foggy;cold;warm;busy;quiet
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,night,dark;long;short;late;quiet;peaceful;cold;warm;busy;sleepless
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,season,winter;summer;spring;autumn;dry;wet;rainy;peak;off;hunting
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,second,quick;fast;fleeting;split;momentary;long;next;last;crucial;spare
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,week,long;short;last;next;current;past;coming;busy;free;work
gemini-2.0-flash,basic,1.0,VI # Vietnamese,Perfect,most frequent,Time Concepts,year,long;short;good;bad;last;next;current;past;coming;leap
