Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3,english-monolingual,0.0,UR # Urdu,B1,most frequent,Abstract Concepts,anger,intense;fiery;uncontrollable;deep;burning;fierce;raw;bitter;sudden;suppressed
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,plateau,high;flat;rocky;vast;elevated;barren;remote;rugged;windswept;ancient
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,river,winding;wide;calm;rushing;deep;clear;muddy;long;powerful;serene
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,valley,green;deep;narrow;fertile;quiet;lush;hidden;steep;scenic;peaceful
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Places,village,small;quiet;quaint;remote;friendly;rural;traditional;peaceful;charming;tiny
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,cactus,spiky;green;tall;desert;tough;prickly;hardy;dry;sharp;resilient
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;bitter;oval;cooked;raw;healthy
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;bright;blooming;fresh;wild;tiny;vibrant
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,grass,green;lush;tall;short;wet;dry;soft;thick;fresh;dewy
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,lettuce,crisp;green;fresh;leafy;tender;raw;healthy;light;crunchy;washed
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,mushroom,brown;white;edible;wild;earthy;soft;small;poisonous;fresh;savory
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,onion,sharp;pungent;white;yellow;raw;sweet;strong;peeled;chopped;fresh
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,pepper,spicy;red;green;hot;sweet;fresh;roasted;mild;crunchy;vibrant
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,potato,brown;starchy;fresh;baked;mashed;raw;peeled;small;large;hearty
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,rose,red;pink;fragrant;beautiful;thorny;delicate;blooming;elegant;romantic;classic
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,tomato,red;ripe;juicy;fresh;round;sweet;tangy;firm;soft;vine-ripened
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Plants,tree,tall;old;green;sturdy;leafy;ancient;bare;thick;towering;gnarled
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;steadfast;helpful;dependable;strong;valuable
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,brother,loving;protective;annoying;close;older;younger;supportive;funny;loyal;caring
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,enemy,bitter;dangerous;fierce;hated;cunning;relentless;powerful;deceptive;sworn;formidable
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;protective;hardworking;gentle;stern;proud
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,follower,loyal;dedicated;eager;obedient;supportive;enthusiastic;trusting;devoted;admiring;dependent
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,friend,close;loyal;funny;kind;supportive;trusted;lifelong;dear;reliable;caring
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,leader,strong;charismatic;decisive;inspiring;confident;visionary;bold;respected;authoritative;wise
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,mother,loving;nurturing;caring;strict;gentle;protective;selfless;warm;supportive;wise
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,partner,loving;supportive;equal;trusted;reliable;close;romantic;dependable;loyal;compatible
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,rival,fierce;competitive;bitter;challenging;tough;determined;aggressive;persistent;formidable;envious
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,sister,loving;annoying;close;supportive;funny;caring;protective;younger;older;loyal
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Social Relationships,stranger,mysterious;unknown;distant;unfamiliar;suspicious;quiet;odd;random;passing;curious
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;distant;soaring;prominent
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,back,rear;hind;behind;posterior;hidden;distant;trailing;secondary;supportive;lower
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,below,lower;beneath;underneath;inferior;submerged;hidden;underground;lesser;deep;sunken
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,east,eastern;oriental;rising;distant;far;cultural;ancient;exotic;remote;sunny
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,front,forward;leading;anterior;primary;main;visible;prominent;first;central;bold
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,inside,inner;internal;hidden;enclosed;private;deep;secret;confined;sheltered;core
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,left,western;remaining;liberal;odd;stray;abandoned;sideways;awkward;unused;secondary
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,north,cold;polar;upper;distant;remote;chilly;northern;rugged;harsh;frosty
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,outside,external;outer;exposed;public;open;distant;foreign;peripheral;surface;visible
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,right,correct;eastern;proper;just;conservative;immediate;direct;moral;fitting;primary
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,south,warm;southern;tropical;lower;sunny;humid;distant;exotic;balmy;coastal
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Spatial Concepts,west,western;distant;setting;frontier;modern;progressive;remote;wild;expansive;cultural
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,century,past;new;old;modern;ancient;turning;significant;historic;long;pivotal
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,day,long;short;busy;sunny;rainy;quiet;hectic;special;ordinary;memorable
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,evening,quiet;cool;late;dark;peaceful;relaxing;romantic;calm;twilight;pleasant
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,hour,late;early;long;short;busy;quiet;critical;fleeting;golden;rushed
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,minute,quick;fleeting;short;crucial;last;precise;tense;passing;brief;exact
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,month,long;short;busy;cold;warm;rainy;quiet;eventful;current;past
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,morning,early;bright;cool;quiet;fresh;sunny;busy;peaceful;crisp;new
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,night,dark;late;quiet;long;cold;starry;sleepless;eerie;calm;endless
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,season,warm;cold;rainy;dry;festive;changing;harsh;mild;favorite;transitional
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,second,quick;brief;fleeting;critical;last;precise;short;passing;tense;vital
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,week,busy;long;short;hectic;quiet;eventful;stressful;productive;relaxing;memorable
grok-3,english-monolingual,0.0,UR # Urdu,C2,most frequent,Time Concepts,year,long;short;eventful;memorable;challenging;successful;difficult;new;past;transformative
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrollable;deep;raw;sudden;bitter;suppressed;explosive
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,courage,bold;fearless;brave;heroic;daring;valiant;steadfast;resolute;gallant;unflinching
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,fear,overwhelming;paralyzing;deep-seated;irrational;chilling;haunting;persistent;primal;creeping;unspoken
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,freedom,absolute;cherished;hard-won;liberating;boundless;precious;true;personal;newfound;enduring
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,happiness,pure;radiant;genuine;infectious;lasting;simple;profound;unexpected;blissful;heartfelt
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,hate,intense;venomous;deep-rooted;bitter;consuming;blind;relentless;unspoken;fiery;destructive
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,honesty,brutal;refreshing;unwavering;complete;sincere;raw;admirable;rare;steadfast;transparent
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,justice,fair;impartial;swift;righteous;overdue;hard-fought;blind;moral;restorative;uncompromising
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,knowledge,vast;deep;profound;extensive;practical;theoretical;hidden;ancient;specialized;invaluable
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,love,unconditional;passionate;tender;eternal;selfless;romantic;enduring;fierce;gentle;devoted
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,peace,serene;lasting;fragile;inner;quiet;harmonious;elusive;profound;global;tranquil
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,wisdom,timeless;profound;hard-earned;practical;ancient;insightful;deep;quiet;thoughtful;enduring
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,bell,loud;clear;resonant;melodic;antique;brass;tiny;ceremonial;warning;festive
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,candle,flickering;scented;warm;soft;tall;decorative;glowing;handmade;romantic;dim
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,carpet,plush;soft;colorful;worn;thick;patterned;luxurious;oriental;shaggy;durable
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,coin,old;shiny;rare;valuable;commemorative;copper;silver;worn;collectible;foreign
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;heavy;ornate;ancient;ceremonial;majestic;symbolic;glittering
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,flag,national;tattered;proud;colorful;waving;historic;symbolic;official;bold;iconic
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,mask,mysterious;eerie;decorative;tribal;painted;creepy;elaborate;hidden;ceremonial;protective
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,necklace,delicate;elegant;beaded;gold;silver;vintage;intricate;simple;heirloom;dazzling
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,painting,beautiful;abstract;realistic;vibrant;classic;modern;detailed;expressive;famous;haunting
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,ring,sparkling;engagement;gold;silver;antique;simple;ornate;precious;custom;symbolic
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,statue,towering;marble;bronze;ancient;majestic;detailed;weathered;commemorative;iconic;imposing
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,vase,delicate;ceramic;ornate;tall;antique;floral;elegant;fragile;decorative;painted
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;ominous;wispy;thick;drifting;towering;gray;soft
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,earthquake,devastating;powerful;sudden;terrifying;destructive;massive;unexpected;violent;catastrophic;seismic
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,fog,thick;eerie;dense;mysterious;cold;enveloping;silent;creeping;heavy;obscuring
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,lightning,bright;jagged;sudden;powerful;electric;striking;dangerous;vivid;blinding;dramatic
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,rain,gentle;heavy;steady;torrential;cold;refreshing;persistent;light;drizzling;cleansing
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;beautiful;rare;magical;fleeting;bright;arched;stunning;hopeful
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,snow,soft;white;heavy;powdery;fresh;cold;silent;glistening;thick;falling
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,storm,fierce;violent;raging;dark;powerful;sudden;destructive;intense;brewing;thunderous
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,thunder,loud;booming;rolling;deep;startling;ominous;distant;powerful;echoing;menacing
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,tide,high;low;strong;incoming;outgoing;relentless;powerful;calm;rhythmic;dangerous
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;fiery;ancient;dangerous;towering;destructive;smoldering
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,wind,strong;gusty;cold;warm;gentle;howling;brisk;relentless;biting;swirling
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;tart;fresh;ripe;shiny;firm
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,banana,yellow;ripe;sweet;soft;curved;tropical;fresh;bruised;creamy;nutritious
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,beef,tender;juicy;lean;grilled;rare;well-done;savory;marbled;fresh;seasoned
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,bread,fresh;crusty;soft;warm;homemade;sliced;whole-grain;stale;toasted;fluffy
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,broccoli,green;fresh;tender;crisp;healthy;steamed;raw;vibrant;nutritious;bitter
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,cheese,sharp;creamy;aged;melted;soft;hard;tangy;mild;pungent;grated
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,chicken,roasted;grilled;tender;juicy;spicy;fried;lean;savory;marinated;succulent
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,egg,fresh;boiled;fried;scrambled;raw;organic;white;brown;cracked;soft-boiled
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,fish,fresh;grilled;raw;flaky;oily;smoked;salty;delicate;wild;farmed
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,pasta,al dente;fresh;homemade;creamy;cheesy;spicy;tender;saucy;hearty;light
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,rice,white;brown;sticky;fluffy;steamed;seasoned;fragrant;long-grain;wild;savory
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Food Items,soup,hot;creamy;hearty;clear;savory;spicy;comforting;homemade;thick;brothy
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,artist,talented;creative;innovative;passionate;eccentric;visionary;skilled;struggling;famous;dedicated
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,athlete,strong;fast;dedicated;competitive;skilled;disciplined;agile;powerful;determined;elite
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,chef,skilled;creative;passionate;innovative;experienced;meticulous;renowned;busy;talented;professional
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,doctor,compassionate;skilled;dedicated;experienced;caring;knowledgeable;busy;trusted;patient;expert
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;precise;dedicated;technical;brilliant;experienced;resourceful
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,farmer,hardworking;dedicated;rugged;knowledgeable;patient;resourceful;traditional;modern;tough;independent
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,lawyer,sharp;persuasive;dedicated;experienced;aggressive;ethical;brilliant;busy;articulate;strategic
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,musician,talented;passionate;creative;skilled;dedicated;expressive;versatile;famous;struggling;gifted
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,scientist,brilliant;curious;dedicated;innovative;analytical;meticulous;groundbreaking;knowledgeable;focused;experimental
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,soldier,brave;disciplined;loyal;tough;dedicated;heroic;resilient;trained;fearless;steadfast
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,teacher,patient;inspiring;dedicated;knowledgeable;caring;strict;supportive;creative;passionate;wise
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Human Roles,writer,creative;talented;prolific;insightful;imaginative;dedicated;struggling;famous;eloquent;thoughtful
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,book,old;new;thick;thin;engaging;classic;worn;hardcover;paperback;fascinating
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,bridge,old;sturdy;long;narrow;iconic;wooden;steel;suspended;historic;busy
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;tribal;deep;resonant;beaten;polished;traditional;electric
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,earth,vast;ancient;fertile;fragile;blue;living;rich;diverse;sacred;bountiful
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,flute,delicate;melodic;silver;wooden;soft;high-pitched;elegant;ancient;haunting;clear
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,key,old;rusty;shiny;small;important;golden;spare;lost;heavy;mysterious
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,knife,sharp;dull;serrated;long;short;rusty;sleek;dangerous;handy;kitchen
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,lock,sturdy;old;rusty;secure;broken;heavy;small;intricate;reliable;ancient
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,moon,full;crescent;bright;pale;mysterious;distant;glowing;silvery;haunting;serene
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,pen,black;blue;elegant;cheap;fountain;ballpoint;smooth;leaky;expensive;reliable
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,sun,bright;warm;blazing;golden;radiant;scorching;setting;rising;powerful;blinding
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,sword,sharp;ancient;heavy;gleaming;deadly;ornate;legendary;rusty;ceremonial;forged
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,cat,sleek;curious;playful;lazy;fluffy;independent;agile;sneaky;affectionate;aloof
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,dog,loyal;friendly;energetic;protective;playful;obedient;furry;gentle;brave;loving
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;sleek;friendly;graceful;social;curious;swift;charming;acrobatic
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,elephant,massive;gentle;wise;powerful;gray;majestic;slow;intelligent;protective;endangered
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,hamster,tiny;cute;furry;active;shy;cuddly;small;playful;nocturnal;curious
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;social;loud;wild;energetic;cheeky
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,mouse,small;timid;quick;sneaky;tiny;gray;quiet;cute;skittish;elusive
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,peacock,colorful;proud;majestic;vibrant;beautiful;elegant;striking;ornate;showy;regal
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;timid;cute;hopping;gentle;small;alert;burrowing
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,shark,fierce;powerful;sleek;dangerous;predatory;swift;deadly;silent;massive;feared
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,snake,slithery;venomous;silent;long;dangerous;coiled;sleek;creepy;colorful;stealthy
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Neutral Animals,whale,massive;gentle;majestic;enormous;deep-diving;singing;powerful;graceful;endangered;mysterious
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,city,bustling;crowded;modern;historic;vibrant;noisy;sprawling;urban;diverse;lively
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,desert,vast;arid;hot;barren;sandy;harsh;endless;quiet;desolate;unforgiving
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,forest,dense;green;ancient;mysterious;lush;dark;quiet;thriving;enchanted;wild
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,island,tropical;remote;small;beautiful;isolated;rugged;sandy;volcanic;paradise;uninhabited
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,lake,calm;clear;deep;serene;blue;still;reflective;cold;vast;tranquil
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,mountain,towering;rugged;majestic;steep;snowy;ancient;imposing;rocky;grand;remote
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,ocean,vast;deep;blue;powerful;endless;mysterious;turbulent;calm;wild;boundless
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,plain,vast;flat;open;grassy;barren;wide;endless;fertile;quiet;expansive
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,plateau,high;flat;rugged;elevated;vast;barren;rocky;remote;windswept;ancient
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,river,winding;swift;calm;wide;deep;muddy;clear;powerful;serene;flowing
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,valley,green;deep;narrow;fertile;quiet;lush;hidden;scenic;peaceful;sheltered
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Places,village,small;quiet;quaint;remote;friendly;traditional;rural;charming;peaceful;close-knit
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,cactus,spiky;green;tough;desert;tall;prickly;hardy;unique;resilient;blooming
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,eggplant,purple;shiny;smooth;fresh;firm;bitter;oval;tender;versatile;nutritious
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,flower,beautiful;fragrant;colorful;delicate;vibrant;blooming;fresh;wild;elegant;soft
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,grass,green;lush;soft;tall;fresh;thick;dewy;wild;trimmed;vibrant
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,lettuce,crisp;green;fresh;tender;leafy;light;healthy;crunchy;raw;vibrant
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,mushroom,earthy;soft;white;brown;edible;wild;small;meaty;delicate;poisonous
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,onion,sharp;pungent;white;yellow;raw;sweet;strong;layered;fresh;chopped
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,pepper,spicy;hot;red;green;sweet;fresh;bold;fiery;crisp;vibrant
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,potato,starchy;brown;fresh;firm;versatile;hearty;baked;mashed;raw;nutritious
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,rose,red;fragrant;beautiful;delicate;thorny;elegant;romantic;vibrant;blooming;classic
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,tomato,red;ripe;juicy;fresh;sweet;tangy;round;firm;plump;versatile
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Plants,tree,tall;ancient;sturdy;green;leafy;mighty;old;sprawling;bare;fruitful
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,ally,loyal;trusted;supportive;reliable;close;steadfast;helpful;dependable;strong;valuable
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,brother,loving;protective;annoying;close;supportive;older;younger;loyal;funny;caring
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,enemy,fierce;dangerous;bitter;relentless;cunning;hated;powerful;deceptive;formidable;ruthless
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,father,loving;strict;supportive;wise;caring;protective;strong;hardworking;gentle;proud
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,follower,loyal;dedicated;eager;supportive;faithful;enthusiastic;obedient;trusting;devoted;admiring
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,friend,close;loyal;trusted;funny;supportive;kind;reliable;lifelong;caring;honest
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,leader,strong;inspiring;confident;decisive;visionary;charismatic;respected;bold;wise;influential
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,mother,loving;nurturing;caring;strict;supportive;gentle;strong;selfless;wise;protective
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,partner,loving;supportive;equal;trusted;reliable;close;compatible;loyal;understanding;committed
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,rival,fierce;competitive;challenging;tough;bitter;determined;strong;persistent;formidable;aggressive
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,sister,loving;annoying;supportive;close;caring;funny;protective;loyal;sweet;strong
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Social Relationships,stranger,mysterious;unknown;distant;unfamiliar;curious;suspicious;quiet;aloof;intriguing;unexpected
grok-3,english-monolingual,0.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,above,high;elevated;overhead;superior;towering;lofty;upper;distant;prominent;soaring
