Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,FA # Persian,B1,most frequent,Abstract Concepts,anger,strong;deep;fierce;sudden;wild;hot;bitter;quiet;obvious;burning
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,peace,calm;serene;tranquil;gentle;restful;harmonious;soothing;quiet;stable;pure
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Abstract Concepts,wisdom,profound;ancient;deep;insightful;timeless;sage;enduring;practical;enlightened;balanced
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,bell,ringing;resonant;metallic;clear;vibrant;ancient;crafted;ornate;sturdy;sonorous
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,candle,flickering;soft;glowing;delicate;modest;warm;scented;waxen;simple;gentle
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,carpet,plush;patterned;colorful;soft;elegant;woven;durable;intricate;vibrant;cozy
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,coin,ancient;metallic;shiny;rare;small;valuable;collectible;stamped;round;embossed
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,crown,regal;ornate;jeweled;golden;magnificent;royal;majestic;elaborate;glistening;revered
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,flag,vibrant;striped;symbolic;colorful;proud;fluttering;national;bold;ancient;revered
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,mask,mysterious;elaborate;decorative;traditional;iconic;enchanting;eerie;symbolic;crafted;protective
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,necklace,elegant;delicate;sparkling;ornate;timeless;stylish;intricate;classic;refined;charming
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,painting,vivid;colorful;expressive;detailed;striking;imaginative;classic;bold;intricate;captivating
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,ring,elegant;precious;circular;timeless;intricate;shiny;sparkling;refined;delicate;treasured
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,statue,majestic;detailed;ancient;monumental;graceful;timeless;carved;inspiring;sturdy;iconic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Cultural Artifacts,vase,ornate;delicate;elegant;handcrafted;timeless;graceful;classic;refined;colorful;artistic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;white;drifting;grey;billowy;soft;ethereal;vast;majestic;shifting
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,earthquake,powerful;sudden;massive;devastating;unpredictable;intense;seismic;ground-shaking;destructive;alarming
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,fog,dense;mysterious;thick;eerie;swirling;soft;muted;enveloping;gentle;obscuring
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,lightning,brilliant;sudden;fierce;dazzling;powerful;streaking;electric;blinding;rapid;striking
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,rain,gentle;steady;drenching;refreshing;soft;rhythmic;persistent;cool;soothing;nourishing
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;fleeting;arched;bright;radiant;magical;rare;harmonious;enchanting
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,snow,fluffy;white;pristine;chilly;silent;soft;gentle;sparkling;cold;pure
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,storm,powerful;raging;violent;turbulent;fierce;ominous;relentless;sudden;dramatic;wild
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,thunder,loud;rumbling;booming;deep;resounding;fierce;unpredictable;rolling;intense;dramatic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,tide,rising;falling;overwhelming;rhythmic;powerful;constant;predictable;natural;surging;shifting
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,volcano,active;fiery;dangerous;erupting;majestic;rumbling;molten;explosive;ancient;volatile
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Environmental Phenomena,wind,gusty;strong;brisk;gentle;fierce;unpredictable;cool;refreshing;howling;whispering
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,apple,crisp;juicy;fresh;ripe;red;sweet;tart;fragrant;vibrant;delicious
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,banana,ripe;yellow;sweet;soft;fresh;curved;fragrant;appealing;nutritious;tropical
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,beef,tender;juicy;savory;lean;flavorful;succulent;hearty;rich;seasoned;prime
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,bread,fresh;warm;crusty;soft;fragrant;golden;wholesome;doughy;baked;delicious
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,broccoli,fresh;green;crisp;healthy;vibrant;tender;nutritious;natural;organic;flavorful
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,cheese,creamy;aged;sharp;delicious;savory;rich;smooth;tangy;soft;flavorful
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,chicken,tender;juicy;savory;succulent;flavorful;roasted;crispy;fresh;golden;hearty
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,egg,fresh;raw;cracked;boiled;delicate;nutritious;versatile;yellow;small;natural
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,fish,fresh;slippery;flaky;tender;oily;vibrant;wild;mild;succulent;tasty
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,pasta,tender;firm;cooked;savory;delicious;comforting;hearty;aromatic;wholesome;traditional
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,rice,steamed;fluffy;aromatic;mild;tender;plain;fresh;soft;delightful;versatile
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Food Items,soup,warm;hearty;flavorful;comforting;savory;nourishing;rich;steamy;delicious;soothing
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,artist,creative;talented;visionary;skilled;expressive;innovative;dedicated;passionate;imaginative;original
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,athlete,strong;agile;competitive;resilient;dedicated;swift;fit;determined;powerful;dynamic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,chef,skilled;creative;experienced;innovative;proficient;meticulous;passionate;energetic;talented;resourceful
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,doctor,dedicated;experienced;caring;knowledgeable;compassionate;skilled;professional;reliable;attentive;diligent
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,engineer,innovative;skilled;analytical;creative;dedicated;precise;experienced;technical;resourceful;efficient
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,farmer,hardworking;dedicated;traditional;resilient;resourceful;patient;reliable;skilled;sustainable;committed
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,lawyer,sharp;diligent;articulate;knowledgeable;persuasive;strategic;experienced;ethical;meticulous;assertive
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,musician,talented;creative;passionate;skilled;rhythmic;expressive;innovative;soulful;dynamic;inspired
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,scientist,innovative;analytical;diligent;curious;methodical;knowledgeable;inventive;precise;dedicated;insightful
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,soldier,brave;valiant;disciplined;resilient;steadfast;honorable;courageous;skilled;determined;loyal
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,teacher,dedicated;knowledgeable;patient;inspiring;caring;creative;articulate;engaging;supportive;passionate
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Human Roles,writer,imaginative;articulate;creative;reflective;thoughtful;evocative;expressive;insightful;original;skilled
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,book,engaging;informative;timeless;classic;compelling;well-written;insightful;popular;profound;entertaining
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,bridge,sturdy;ancient;graceful;architectural;impressive;long;solid;historic;grand;engineered
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,drums,rhythmic;resonant;powerful;vibrant;dynamic;echoing;loud;versatile;pulsating;energetic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,earth,vast;fertile;vibrant;ancient;nurturing;dynamic;resilient;diverse;blue;teeming
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,flute,melodic;delicate;airy;graceful;enchanting;slender;sweet;vibrant;soothing;refined
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,key,small;metallic;ancient;ornate;unique;shiny;essential;intricate;classic;durable
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,knife,sharp;sturdy;gleaming;precise;versatile;reliable;efficient;balanced;elegant;rugged
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,lock,secure;complex;sturdy;intricate;reliable;ancient;metallic;dependable;robust;efficient
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,moon,luminous;pale;radiant;enchanting;serene;mystical;glowing;silent;majestic;distant
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,pen,sleek;smooth;reliable;elegant;fine;durable;refined;versatile;classic;effortless
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,sun,radiant;blazing;scorching;brilliant;golden;immense;powerful;luminous;warm;vibrant
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Inanimate Objects,sword,sharp;gleaming;mighty;ancient;formidable;elegant;balanced;deadly;sturdy;honorable
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,cat,playful;curious;sleek;agile;graceful;affectionate;clever;nimble;independent;gentle
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,dog,loyal;friendly;playful;brave;faithful;affectionate;energetic;intelligent;devoted;cheerful
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;graceful;friendly;agile;curious;sociable;swift;sleek;charming
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,elephant,massive;gentle;mighty;ancient;wise;powerful;graceful;resilient;majestic;revered
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,hamster,small;cuddly;energetic;curious;nimble;fluffy;adorable;playful;lively;gentle
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,monkey,mischievous;agile;curious;playful;clever;lively;energetic;nimble;spirited;quick
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,mouse,small;timid;agile;quick;delicate;soft;elusive;furry;tiny;cautious
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,peacock,vibrant;splendid;majestic;colorful;elegant;striking;radiant;graceful;ornate;dazzling
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,rabbit,soft;fluffy;quick;gentle;timid;playful;agile;adorable;nimble;curious
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,shark,fierce;relentless;powerful;sleek;formidable;ruthless;agile;dangerous;dominant;streamlined
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,snake,slithering;venomous;sleek;stealthy;agile;mysterious;cold;silent;cunning;sinuous
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Neutral Animals,whale,massive;gentle;enormous;majestic;deep;ancient;graceful;powerful;colossal;immense
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,city,vibrant;bustling;modern;historic;crowded;lively;expansive;diverse;dynamic;urban
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,desert,arid;vast;scorching;barren;endless;harsh;sandy;lonely;rugged;sunbaked
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,forest,lush;dense;vibrant;green;ancient;wild;serene;mysterious;thriving;expansive
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,island,remote;tropical;serene;picturesque;isolated;lush;charming;vibrant;quiet;idyllic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,lake,tranquil;clear;serene;reflective;expansive;peaceful;deep;calm;pristine;scenic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,mountain,majestic;towering;rugged;snow-capped;steep;ancient;imposing;serene;vast;formidable
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,ocean,vast;deep;endless;turbulent;mysterious;powerful;blue;expansive;rhythmic;majestic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,plain,expansive;flat;open;fertile;golden;vast;rolling;serene;windswept;natural
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,plateau,elevated;vast;flat;rugged;remote;rocky;expansive;arid;ancient;timeless
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,river,flowing;winding;deep;swift;serene;meandering;vibrant;life-giving;refreshing;powerful
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,valley,lush;fertile;secluded;green;tranquil;rugged;picturesque;vast;serene;rolling
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Places,village,quaint;small;peaceful;charming;rustic;friendly;historic;tight-knit;humble;serene
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,cactus,spiky;resilient;dry;prickly;rugged;green;arid;hardy;unique;enduring
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,eggplant,purple;fresh;glossy;tender;vibrant;smooth;unique;ripe;flavorful;hearty
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,flower,colorful;delicate;fragrant;vibrant;blooming;fresh;radiant;graceful;lovely;enchanting
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,grass,green;lush;soft;fresh;vibrant;short;gentle;abundant;growing;natural
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,lettuce,fresh;crisp;green;leafy;tender;vibrant;healthy;crunchy;raw;organic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,mushroom,earthy;fresh;delicate;wild;edible;fragrant;unusual;tender;rustic;nutritious
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,onion,pungent;sharp;layered;fresh;strong;raw;crisp;savory;robust;aromatic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,pepper,spicy;vibrant;fresh;hot;zesty;aromatic;pungent;colorful;bold;tangy
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,potato,starchy;tender;hearty;earthy;versatile;fluffy;golden;rustic;fresh;robust
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,rose,fragrant;delicate;beautiful;vibrant;red;classic;elegant;soft;blooming;timeless
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,tomato,ripe;juicy;fresh;red;vibrant;succulent;tender;tangy;flavorful;fragrant
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Plants,tree,tall;ancient;sturdy;leafy;majestic;sprawling;green;enduring;robust;towering
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,ally,loyal;supportive;trustworthy;reliable;steadfast;committed;cooperative;proven;dependable;valuable
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,brother,caring;supportive;loving;reliable;kind;strong;protective;jovial;loyal;familiar
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,enemy,hostile;relentless;bitter;dangerous;ruthless;formidable;adversarial;cunning;aggressive;treacherous
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,father,caring;strong;wise;supportive;loving;reliable;protective;kind;dependable;nurturing
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,follower,loyal;observant;dedicated;humble;committed;supportive;steady;compliant;attentive;reliable
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,friend,loyal;caring;supportive;trustworthy;kind;sincere;dependable;warm;genuine;cheerful
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,leader,charismatic;decisive;visionary;inspiring;confident;steadfast;influential;dynamic;strategic;bold
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,mother,nurturing;caring;loving;supportive;compassionate;kind;gentle;devoted;strong;warm
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,partner,reliable;dedicated;supportive;loving;trustworthy;committed;balanced;understanding;caring;harmonious
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,rival,formidable;competitive;challenging;relentless;ambitious;determined;fierce;strategic;persistent;daunting
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,sister,caring;supportive;loving;kind;gentle;cheerful;reliable;warm;nurturing;affectionate
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Social Relationships,stranger,unknown;mysterious;unfamiliar;curious;distant;vague;remote;incidental;odd;cautious
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,above,lofty;elevated;high;upper;superior;raised;prominent;soaring;acme;transcendent
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,back,sturdy;broad;muscular;strong;resilient;firm;padded;supportive;flexible;enduring
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,below,lower;hidden;distant;deep;subtle;underlying;modest;concealed;minimal;remote
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,east,eastern;rising;bright;sunlit;historic;fertile;vibrant;gentle;welcoming;serene
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,front,leading;prominent;visible;bold;clear;open;assertive;advanced;modern;dynamic
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,inside,internal;enclosed;hidden;warm;comfortable;secret;central;cozy;protected;intimate
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,left,leftward;remaining;auxiliary;residual;offside;secondary;spare;overlooked;unpaired;distinct
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,north,northern;chilly;crisp;rugged;remote;icy;vast;frosty;raw;wintry
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,outside,external;open;exposed;wild;vast;scenic;fresh;broad;airy;natural
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,right,just;proper;valid;fair;ethical;legal;moral;accepted;rightful;undeniable
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,south,southern;warm;sunny;vibrant;rustic;gentle;inviting;lush;mild;pleasant
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Spatial Concepts,west,western;rugged;vast;dusty;wild;ancient;promising;expansive;golden;timeless
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,century,long;historic;significant;notable;enduring;remarkable;eventful;vast;momentous;storied
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,day,bright;sunny;lively;clear;cheerful;warm;pleasant;vibrant;active;radiant
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,evening,calm;gentle;serene;cool;peaceful;reflective;dusky;soft;quiet;mellow
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,hour,brief;passing;fleeting;valuable;intense;timely;short;measured;cherished;busy
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,minute,tiny;brief;fleeting;significant;precise;transient;exact;diminutive;subtle;definite
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,month,long;varied;seasonal;changing;memorable;distinct;busy;unfolding;vibrant;recurring
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,morning,fresh;bright;early;calm;cheerful;dewy;peaceful;hopeful;crisp;inspiring
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,night,dark;quiet;serene;calm;mysterious;tranquil;starry;silent;deep;peaceful
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,season,changing;vibrant;distinct;mild;colorful;brief;balanced;dynamic;transitional;varied
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,second,brief;fleeting;short;swift;passing;transient;instant;quick;ephemeral;rapid
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,week,busy;eventful;productive;short;long;fleeting;structured;balanced;scheduled;demanding
o3-mini,basic,1.0,FA # Persian,Perfect,most frequent,Time Concepts,year,long;eventful;challenging;prosperous;memorable;remarkable;fruitful;historic;evolving;dynamic
