Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,PT # Portuguese,B1,most frequent,Abstract Concepts,anger,strong;hot;deep;wild;quick;bad;hard;fierce;sudden;red
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,morning,fresh;bright;early;crisp;dewy;invigorating;calm;peaceful;cheerful;radiant
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,night,dark;quiet;mysterious;starry;serene;silent;cool;enchanting;peaceful;deep
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,season,changing;vibrant;transitional;annual;distinct;varied;memorable;cyclical;evolving;colorful
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,second,brief;fleeting;immediate;tiny;swift;minor;transient;short;quick;rapid
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,week,busy;eventful;long;structured;routine;short;dynamic;productive;challenging;memorable
o3-mini,basic,1.0,PT # Portuguese,C2,most frequent,Time Concepts,year,long;memorable;prosperous;challenging;eventful;progressive;evolving;dynamic;rich;transformative
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,anger,intense;burning;fierce;uncontrolled;violent;deep;seething;raw;simmering;explosive
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,courage,brave;bold;resolute;steadfast;tenacious;valiant;heroic;determined;unwavering;spirited
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,fear,paralyzing;intense;crippling;overwhelming;consuming;irrational;nagging;profound;hidden;haunting
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,freedom,absolute;cherished;inherent;boundless;liberated;pristine;unbridled;unrestricted;essential;prevailing
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,happiness,radiant;pure;joyful;blissful;contagious;heartwarming;exuberant;lasting;serene;uplifting
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,hate,bitter;deep;intense;potent;destructive;seething;virulent;relentless;consuming;poisonous
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,honesty,sincere;genuine;unwavering;frank;transparent;candid;reliable;moral;upright;virtuous
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,justice,fair;impartial;righteous;equal;unyielding;objective;balanced;diligent;principled;sound
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,knowledge,profound;expansive;acquired;deep;invaluable;comprehensive;timeless;practical;accessible;reliable
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,love,eternal;unconditional;passionate;deep;pure;abundant;genuine;reciprocal;nurturing;transformative
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,peace,serene;lasting;calm;harmonious;tranquil;quiet;restorative;unanimous;soothing;amicable
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Abstract Concepts,wisdom,ancient;profound;insightful;enduring;deep;timeless;reflective;prudent;discerning;sagacious
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,bell,resonant;clear;ringing;metallic;sonorous;vibrant;echoing;distinct;melodious;delicate
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,candle,flickering;soft;warm;glowing;slender;delicate;scented;humble;modest;calming
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,carpet,plush;thick;colorful;woven;soft;decorative;patterned;luxurious;durable;inviting
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,coin,shiny;minted;circular;old;valuable;scarce;ancient;collectible;engraved;authentic
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,crown,regal;ornate;golden;jeweled;royal;historic;majestic;intricate;impressive;prestigious
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,flag,vibrant;national;symbolic;colorful;fluttering;bold;traditional;historic;proud;revered
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,mask,mysterious;decorative;anonymous;crafted;haunted;expressive;elusive;ancient;ritualistic;unique
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,necklace,elegant;delicate;sparkling;ornate;timeless;charming;refined;stylish;lustrous;graceful
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,painting,vivid;expressive;creative;colorful;timeless;intricate;evocative;dynamic;original;detailed
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,ring,circular;elegant;precious;sparkling;slender;intricate;symbolic;radiant;refined;exquisite
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,statue,majestic;enduring;sculpted;classical;monumental;detailed;noble;lifelike;historic;revered
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Cultural Artifacts,vase,delicate;ornamental;timeless;fragile;elegant;artistic;classic;refined;crafted;unique
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;white;drifting;ethereal;soft;billowy;vast;airy;gentle;ever-changing
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,earthquake,devastating;violent;sudden;powerful;tremulous;catastrophic;massive;seismic;unpredictable;destructive
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,fog,thick;eerie;dense;misty;subtle;chilling;shrouding;silent;pervasive;obscure
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,lightning,brilliant;sudden;powerful;dazzling;electrifying;intense;flash-like;vivid;striking;ephemeral
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,rain,steady;soothing;gentle;refreshing;relentless;cool;soft;cleansing;rhythmic;persistent
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;vibrant;translucent;fleeting;radiant;arched;shimmering;magical;bright;surreal
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,snow,white;powdery;cold;pristine;fluffy;silent;glistening;pure;icy;soft
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,storm,fierce;violent;raging;turbulent;relentless;dark;ominous;chaotic;overwhelming;tempestuous
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,thunder,rumbling;deep;booming;resonant;powerful;rolling;echoing;mighty;startling;relentless
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,tide,shifting;rhythmic;high;low;powerful;predictable;natural;steady;surging;endless
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,volcano,active;fiery;eruptive;towering;dangerous;molten;restless;rugged;volatile;ancient
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Environmental Phenomena,wind,brisk;gentle;strong;blowing;unpredictable;soothing;refreshing;howling;wild;constant
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,apple,crisp;juicy;ripe;red;fresh;sweet;crunchy;colorful;aromatic;appetizing
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,banana,ripe;yellow;sweet;soft;nutritious;tropical;firm;appealing;aromatic;creamy
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,beef,tender;savory;juicy;hearty;lean;flavorful;marbled;succulent;robust;cooked
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,bread,fresh;soft;crusty;warm;tasty;wholesome;aromatic;hearty;golden;inviting
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,broccoli,fresh;crunchy;green;healthy;vibrant;nutritious;crisp;natural;raw;edible
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,cheese,creamy;rich;aged;tangy;flavorful;soft;sharp;savory;smooth;delightful
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,chicken,tender;juicy;flavorful;lean;succulent;roasted;seasoned;fresh;hearty;delightful
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,egg,fresh;raw;boiled;scrambled;organic;simple;delicate;nutritious;versatile;mild
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,fish,fresh;flaky;tender;mild;flavorful;succulent;delicate;wild;nutritious;firm
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,pasta,cooked;tender;delicious;soft;fresh;warm;savory;hearty;traditional;aromatic
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,rice,fluffy;steamed;tender;aromatic;white;plain;natural;light;versatile;satisfying
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Food Items,soup,warm;hearty;savory;flavorful;rich;comforting;aromatic;fresh;nourishing;delicious
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,artist,creative;imaginative;innovative;expressive;skilled;thoughtful;passionate;dedicated;original;visionary
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,athlete,strong;agile;resilient;competitive;determined;fit;energetic;skilled;swift;focused
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,chef,inventive;talented;skillful;creative;experienced;passionate;meticulous;innovative;resourceful;dedicated
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,doctor,knowledgeable;compassionate;skilled;dedicated;careful;experienced;reliable;attentive;professional;ethical
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,engineer,innovative;analytical;technical;skilled;resourceful;precise;logical;creative;dedicated;methodical
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,farmer,hardworking;diligent;resilient;dedicated;experienced;robust;practical;resourceful;patient;grounded
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,lawyer,articulate;knowledgeable;diligent;persuasive;ethical;seasoned;methodical;professional;astute;reputable
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,musician,talented;creative;rhythmic;passionate;innovative;expressive;skilled;soulful;vibrant;dedicated
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,scientist,analytical;curious;methodical;innovative;knowledgeable;precise;groundbreaking;objective;dedicated;experimental
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,soldier,brave;disciplined;resilient;patriotic;fearless;determined;skilled;steadfast;honorable;courageous
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,teacher,knowledgeable;patient;dedicated;inspiring;supportive;caring;creative;experienced;resourceful;attentive
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Human Roles,writer,creative;articulate;imaginative;expressive;thoughtful;prolific;insightful;dedicated;reflective;skilled
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,book,informative;engaging;written;compelling;classic;timeless;detailed;inspiring;intriguing;well-crafted
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,bridge,sturdy;ancient;elegant;long;historic;architectural;functional;impressive;robust;reliable
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,drums,rhythmic;loud;resonant;powerful;vibrant;dynamic;sturdy;deep;energetic;pulsating
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,earth,expansive;diverse;fertile;vibrant;ancient;resilient;nurturing;mysterious;abundant;dynamic
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,flute,melodic;delicate;slender;silver;airy;graceful;refined;soothing;expressive;charming
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,key,metallic;small;intricate;old;ornate;functional;decorative;durable;mysterious;reliable
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,knife,sharp;sturdy;sleek;durable;practical;elegant;versatile;refined;dangerous;balanced
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,lock,secure;sturdy;old;intricate;reliable;modern;robust;complex;dependable;protective
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,moon,luminous;enchanting;distant;radiant;serene;silvery;mysterious;celestial;full;ethereal
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,pen,smooth;sleek;functional;elegant;reliable;vibrant;refined;compact;practical;timeless
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,sun,bright;radiant;blazing;warm;powerful;life-giving;golden;intense;eternal;dazzling
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Inanimate Objects,sword,sharp;gleaming;ancient;mighty;legendary;balanced;lethal;elegant;formidable;revered
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,cat,curious;agile;playful;graceful;independent;sly;soft;alert;charming;mysterious
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,dog,loyal;friendly;playful;faithful;energetic;devoted;attentive;loving;brave;reliable
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;graceful;agile;social;sleek;friendly;curious;dynamic;spirited
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,elephant,massive;gentle;majestic;intelligent;sturdy;ancient;noble;resilient;grand;endearing
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,hamster,small;playful;tiny;curious;active;furry;lively;cute;nimble;gentle
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,monkey,playful;agile;clever;curious;lively;mischievous;energetic;adaptable;nimble;spirited
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,mouse,small;timid;quick;delicate;curious;agile;quiet;nimble;subtle;swift
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,peacock,colorful;elegant;vibrant;majestic;striking;proud;graceful;resplendent;dazzling;ornate
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,rabbit,gentle;adorable;soft;quick;timid;fluffy;agile;curious;quiet;cozy
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,shark,fierce;sleek;powerful;relentless;agile;formidable;predatory;swift;intimidating;ruthless
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,snake,slithering;venomous;sleek;mysterious;agile;cunning;silent;dangerous;sinuous;swift
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Neutral Animals,whale,massive;gentle;majestic;enormous;graceful;ancient;powerful;serene;colossal;mysterious
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,city,bustling;vibrant;crowded;modern;historic;lively;sprawling;dynamic;diverse;urban
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,desert,arid;vast;barren;scorching;endless;silent;rugged;harsh;lonely;sunbaked
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,forest,dense;lush;mysterious;wild;green;vibrant;ancient;serene;sprawling;enchanting
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,island,remote;tropical;isolated;serene;picturesque;lush;sunlit;charming;quaint;inviting
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,lake,tranquil;clear;reflective;pristine;serene;vast;deep;calm;inviting;sparkling
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,mountain,towering;majestic;rugged;ancient;steep;grand;breathtaking;formidable;scenic;lofty
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,ocean,vast;deep;tumultuous;endless;mysterious;powerful;blue;expansive;saline;boundless
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,plain,expansive;flat;open;vast;fertile;barren;rolling;quiet;windswept;simple
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,plateau,elevated;flat;wide;expansive;rugged;arid;scenic;remote;distinct;stable
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,river,winding;flowing;serene;meandering;deep;vibrant;ancient;refreshing;abundant;swift
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,valley,lush;fertile;serene;secluded;rolling;picturesque;hidden;expansive;shadowed;quiet
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Places,village,quaint;small;peaceful;rustic;charming;traditional;cozy;friendly;historic;vibrant
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,cactus,spiky;resilient;arid;hardy;rugged;green;unique;prickly;enduring;robust
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,eggplant,purple;glossy;fresh;firm;tender;vibrant;smooth;edible;juicy;healthy
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,flower,vibrant;fragrant;delicate;colorful;blooming;lush;fresh;graceful;radiant;exquisite
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,grass,green;lush;soft;fresh;delicate;abundant;natural;thriving;vibrant;fertile
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,lettuce,crisp;fresh;leafy;green;tender;healthy;vibrant;cool;pale;nutritious
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,mushroom,earthy;organic;fresh;delicate;flavorful;rare;wild;tender;rustic;edible
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,onion,pungent;layered;crisp;strong;fragrant;raw;fresh;versatile;robust;sharp
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,pepper,spicy;vibrant;hot;fresh;colorful;pungent;aromatic;zesty;crisp;piquant
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,potato,starchy;hearty;robust;firm;versatile;earthy;fresh;golden;tender;delicious
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,rose,fragrant;delicate;red;vibrant;blooming;soft;romantic;elegant;classic;timeless
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,tomato,ripe;juicy;red;fresh;tangy;vibrant;sweet;lush;succulent;aromatic
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Plants,tree,towering;ancient;leafy;majestic;sturdy;green;robust;sprawling;resilient;timeless
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,ally,supportive;loyal;reliable;steadfast;trustworthy;cooperative;dedicated;friendly;dependable;committed
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,brother,caring;supportive;loving;dependable;close;protective;friendly;reliable;kind;steadfast
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,enemy,hostile;dangerous;ruthless;bitter;formidable;treacherous;cunning;relentless;adversarial;vindictive
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,father,caring;supportive;loving;wise;protective;reliable;strong;kind;devoted;nurturing
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,follower,dedicated;loyal;attentive;steadfast;supportive;humble;obedient;committed;reliable;enthusiastic
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,friend,kind;loyal;supportive;caring;trusting;honest;warm;dependable;genuine;cheerful
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,leader,inspiring;decisive;visionary;determined;charismatic;authoritative;influential;steadfast;strategic;empowering
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,mother,nurturing;caring;supportive;loving;kind;devoted;protective;gentle;compassionate;wise
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,partner,reliable;supportive;cooperative;loving;dedicated;understanding;committed;trustworthy;balanced;sincere
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,rival,competitive;formidable;determined;challenging;persistent;intense;resourceful;cunning;relentless;ambitious
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,sister,caring;loving;friendly;supportive;kind;dependable;nurturing;gentle;warm;loyal
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Social Relationships,stranger,unknown;mysterious;unfamiliar;distant;curious;tentative;solitary;vague;impersonal;intriguing
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,above,higher;superior;elevated;overarching;lofty;distant;clear;prominent;distinct;visible
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,back,supportive;sturdy;strong;reliable;hidden;solid;firm;protected;steady;unyielding
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,below,lower;hidden;distant;unseen;buried;subtle;deep;quiet;remote;foundational
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,east,eastern;rising;bright;gentle;promising;historic;warm;golden;serene;uncharted
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,front,frontal;visible;clear;open;leading;prominent;decisive;guiding;important;striking
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,inside,internal;enclosed;secret;sheltered;hidden;confined;cozy;intimate;private;warm
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,left,leftward;remaining;alternative;distinct;passive;unusual;hidden;reserved;minor;detached
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,north,northern;cold;brisk;icy;rugged;remote;frosty;windy;bleak;stark
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,outside,external;open;clear;broad;bright;fresh;expansive;varied;natural;visible
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,right,correct;proper;genuine;just;acceptable;appropriate;true;moral;suitable;righteous
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,south,southern;warm;sunny;vibrant;inviting;pleasant;tropical;rich;lush;gentle
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Spatial Concepts,west,western;rugged;expansive;sunny;bold;historic;untamed;vibrant;free;adventurous
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,century,long;historic;memorable;significant;distant;sweeping;transformative;notable;enduring;vast
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,day,bright;lively;warm;sunny;active;vibrant;cheerful;long;pleasant;routine
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,evening,calm;gentle;cool;relaxing;serene;quiet;soft;peaceful;luminous;reflective
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,hour,fleeting;brief;counted;measured;valuable;passing;significant;short;intense;decisive
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,minute,tiny;brief;precise;exact;small;detailed;insignificant;fleeting;valued;infinitesimal
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,month,typical;cyclic;recurring;transitional;busy;diverse;memorable;eventful;balanced;modern
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,morning,fresh;bright;early;radiant;hopeful;crisp;inspiring;gentle;golden;quiet
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,night,dark;silent;serene;starry;peaceful;calm;mysterious;cool;tranquil;deep
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,season,changing;vibrant;cyclical;distinct;varied;pleasant;contrasting;unpredictable;refreshing;balanced
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,second,brief;quick;fleeting;swift;passing;tiny;rapid;marginal;transient;minimal
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,week,busy;structured;eventful;recurring;short;balanced;productive;restful;active;memorable
o3-mini,basic,1.0,PT # Portuguese,Perfect,most frequent,Time Concepts,year,long;eventful;challenging;prosperous;transformative;fruitful;memorable;diverse;significant;evolving
