Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,TR # Turkish,B1,most frequent,Abstract Concepts,anger,strong;deep;high;sudden;hot;wild;bad;great;fierce;heavy
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,justice,fair;impartial;equal;strict;timely;steadfast;unbiased;righteous;undeniable;universal
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,knowledge,vast;deep;practical;timeless;valuable;broad;critical;essential;accumulated;profound
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,love,deep;sincere;unconditional;eternal;pure;genuine;tender;passionate;abiding;overwhelming
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,peace,serene;lasting;gentle;quiet;harmonious;complete;precious;calm;enduring;widespread
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Abstract Concepts,wisdom,ancient;deep;timeless;insightful;profound;practical;subtle;rare;universal;enduring
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,bell,loud;resonant;clear;metallic;ancient;sonorous;beautiful;robust;small;polished
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,candle,flickering;small;scented;bright;soft;delicate;burning;old;warm;gentle
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,carpet,colorful;soft;thick;woven;patterned;antique;durable;plush;oriental;elegant
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,coin,old;shiny;rare;small;valuable;minted;ancient;circular;metallic;collectible
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,crown,golden;jeweled;regal;ornate;imposing;royal;majestic;intricate;priceless;ceremonial
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,flag,striped;colorful;national;vibrant;waving;symbolic;proud;bold;revered;historic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,mask,mysterious;old;painted;colorful;intricate;theatrical;hidden;eerie;traditional;expressive
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,necklace,delicate;shiny;elegant;precious;ornate;classic;long;beaded;stylish;sparkling
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,painting,vivid;colorful;detailed;classic;modern;abstract;timeless;expressive;beautiful;large
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,ring,golden;valuable;circular;elegant;engraved;small;precious;shiny;intricate;timeless
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,statue,majestic;ancient;carved;imposing;detailed;monumental;elegant;historic;realistic;pristine
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Cultural Artifacts,vase,fragile;elegant;ancient;floral;round;glazed;delicate;ornate;colorful;timeless
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;white;dark;wispy;vast;moving;soft;gentle;scattered;floating
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,earthquake,severe;sudden;destructive;intense;massive;powerful;unpredictable;violent;shaking;catastrophic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,fog,dense;thick;eerie;cold;drifting;gloomy;soft;heavy;murky;silent
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,lightning,sudden;bright;fierce;impressive;electric;fast;deadly;blinding;striking;vivid
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,rain,steady;heavy;light;cold;refreshing;pouring;soft;relentless;wet;soothing
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;vibrant;bright;rare;fleeting;natural;radiant;arching;magical;beautiful
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,snow,cold;white;soft;heavy;silent;powdery;fresh;deep;sparkling;frozen
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,storm,wild;violent;raging;dark;heavy;fierce;destructive;sudden;turbulent;relentless
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,thunder,booming;loud;rolling;deep;rumbling;echoing;powerful;sudden;startling;resounding
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,tide,rising;falling;rhythmic;powerful;steady;shifting;gentle;high;low;cyclic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,volcano,active;fiery;dangerous;massive;rumbling;ancient;explosive;towering;molten;remote
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Environmental Phenomena,wind,strong;gentle;howling;brisk;cold;refreshing;wild;constant;soft;unpredictable
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,apple,red;green;ripe;juicy;crisp;fresh;sweet;tart;round;delicious
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,banana,yellow;ripe;fresh;sweet;soft;curved;tropical;long;smooth;edible
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,beef,tender;juicy;flavorful;lean;hearty;fresh;cooked;seasoned;prime;succulent
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,bread,fresh;soft;crusty;warm;homemade;tasty;aromatic;golden;baked;wholesome
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,broccoli,green;fresh;crisp;healthy;organic;raw;steamed;tender;vibrant;nutritious
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,cheese,creamy;aged;sharp;soft;delicious;rich;mellow;fresh;tangy;smooth
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,chicken,juicy;tender;roasted;grilled;fresh;flavorful;cooked;seasoned;crispy;hearty
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,egg,fresh;boiled;raw;organic;scrambled;large;white;farmed;delicate;edible
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,fish,fresh;wild;oily;tender;flaky;grilled;delicious;raw;sustainable;abundant
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,pasta,cooked;tender;al dente;delicious;savory;hearty;fresh;traditional;rich;steaming
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,rice,steamed;fluffy;white;brown;aromatic;plain;cooked;tender;sticky;delicious
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Food Items,soup,hot;savory;hearty;warm;flavorful;thick;fresh;delicious;aromatic;comforting
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,artist,talented;creative;innovative;passionate;dedicated;original;skilled;expressive;imaginative;prolific
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,athlete,strong;agile;competitive;disciplined;fast;skilled;determined;powerful;resilient;energetic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,chef,skilled;creative;talented;experienced;innovative;precise;diligent;passionate;organized;resourceful
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,doctor,knowledgeable;caring;experienced;skilled;compassionate;dedicated;professional;precise;reliable;attentive
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,engineer,talented;innovative;skilled;logical;dedicated;creative;experienced;precise;methodical;technical
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,farmer,hardworking;diligent;experienced;patient;resourceful;skilled;traditional;rural;reliable;dedicated
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,lawyer,knowledgeable;eloquent;skilled;experienced;analytical;dedicated;persuasive;diligent;articulate;respected
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,musician,talented;creative;rhythmic;passionate;skilled;innovative;expressive;vibrant;dedicated;soulful
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,scientist,curious;intelligent;innovative;dedicated;analytical;methodical;skilled;brilliant;experienced;precise
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,soldier,brave;disciplined;resilient;courageous;dedicated;tactical;strong;loyal;fearless;honorable
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,teacher,dedicated;knowledgeable;patient;inspiring;caring;skilled;experienced;creative;supportive;passionate
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Human Roles,writer,creative;imaginative;articulate;expressive;thoughtful;skilled;brilliant;prolific;original;reflective
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,book,interesting;informative;engaging;classic;educational;timeless;captivating;detailed;imaginative;renowned
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,bridge,sturdy;historic;long;elegant;arched;modern;impressive;strong;reliable;massive
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,drums,loud;rhythmic;powerful;vibrant;resonant;energetic;deep;catchy;lively;dynamic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,earth,vast;fertile;diverse;ancient;vibrant;rich;blue;resilient;nurturing;lively
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,flute,melodic;delicate;wooden;silver;elegant;airy;soft;enchanting;smooth;slender
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,key,small;metallic;old;rusty;unique;shiny;decorative;functional;intricate;simple
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,knife,sharp;sturdy;metallic;sleek;functional;compact;dangerous;reliable;balanced;precise
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,lock,secure;old;rusty;reliable;mechanical;sturdy;complex;heavy;intricate;durable
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,moon,luminous;full;bright;silent;pale;distant;serene;glowing;round;mysterious
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,pen,smooth;sleek;blue;tiny;reliable;elegant;functional;portable;refined;practical
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,sun,bright;hot;radiant;powerful;golden;overwhelming;dazzling;constant;fierce;majestic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Inanimate Objects,sword,sharp;gleaming;ancient;mighty;ornate;deadly;robust;balanced;legendary;historic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,cat,fluffy;agile;clever;curious;playful;sleek;graceful;soft;independent;friendly
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,dog,loyal;friendly;active;playful;smart;loving;energetic;devoted;faithful;gentle
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;agile;graceful;friendly;swift;social;curious;sleek;lively
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,elephant,massive;gentle;wise;sturdy;majestic;ancient;powerful;calm;resilient;towering
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,hamster,small;cute;fuzzy;active;lively;playful;tiny;agile;curious;charming
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,monkey,playful;curious;agile;mischievous;clever;lively;active;smart;energetic;humorous
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,mouse,tiny;quick;timid;agile;furry;small;silent;delicate;curious;nimble
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,peacock,colorful;majestic;bright;elegant;vibrant;striking;iridescent;stunning;proud;regal
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,rabbit,soft;quick;gentle;furry;timid;small;lively;cute;agile;delicate
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,shark,fierce;dangerous;sleek;powerful;relentless;swift;formidable;agile;massive;hungry
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,snake,slithering;venomous;silent;sleek;dangerous;agile;cold;mysterious;sinuous;crafty
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Neutral Animals,whale,massive;gentle;majestic;enormous;deep;powerful;ancient;graceful;calm;oceanic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,city,crowded;busy;vibrant;modern;sprawling;historic;lively;urban;diverse;bustling
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,desert,vast;arid;empty;scorching;barren;remote;harsh;endless;silent;sandy
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,forest,dense;lush;green;mysterious;quiet;ancient;vibrant;sprawling;wild;peaceful
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,island,isolated;tropical;small;remote;beautiful;serene;quiet;lush;sunny;peaceful
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,lake,calm;clear;deep;quiet;reflective;serene;vast;fresh;sparkling;pristine
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,mountain,tall;rugged;majestic;steep;ancient;rocky;imposing;snow-capped;vast;scenic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,ocean,vast;deep;blue;wild;endless;powerful;mysterious;salty;turbulent;majestic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,plain,wide;open;flat;endless;grassy;serene;vast;quiet;simple;peaceful
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,plateau,elevated;flat;vast;rugged;arid;high;expansive;remote;ancient;barren
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,river,flowing;winding;deep;wide;clear;rapid;serene;endless;fresh;powerful
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,valley,lush;green;deep;serene;narrow;gentle;quiet;picturesque;sheltered;winding
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Places,village,small;quiet;rural;charming;traditional;peaceful;cozy;friendly;old;historic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,cactus,spiky;green;desert;prickly;tough;hardy;beautiful;rugged;resilient;ancient
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,eggplant,purple;fresh;firm;glossy;tender;rich;ripe;vibrant;healthy;edible
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,flower,beautiful;colorful;fragrant;delicate;fresh;vibrant;blooming;lovely;graceful;radiant
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,grass,green;soft;lush;fresh;wild;short;vibrant;dense;abundant;thriving
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,lettuce,crisp;fresh;green;crunchy;leafy;organic;tender;soft;vibrant;healthy
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,mushroom,earthy;fresh;wild;small;delicate;brown;natural;edible;tender;flavorful
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,onion,strong;pungent;fresh;layered;juicy;raw;crunchy;sharp;aromatic;flavorful
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,pepper,spicy;fresh;red;hot;vibrant;green;zesty;sweet;aromatic;crisp
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,potato,starchy;round;earthy;fresh;versatile;hearty;ripe;firm;golden;delicious
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,rose,red;fragrant;delicate;beautiful;vibrant;soft;elegant;fresh;classic;blooming
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,tomato,ripe;red;fresh;plump;tender;sweet;tangy;aromatic;vibrant;luscious
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Plants,tree,tall;ancient;leafy;sturdy;green;massive;old;vibrant;sprawling;majestic
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,ally,loyal;supportive;trustworthy;reliable;steadfast;friendly;committed;sincere;dependable;helpful
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,brother,caring;supportive;close;loving;reliable;kind;protective;warm;understanding;sincere
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,enemy,hostile;dangerous;bitter;relentless;cunning;fierce;troublesome;aggressive;formidable;sworn
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,father,loving;strong;caring;wise;protective;reliable;supportive;kind;dependable;nurturing
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,follower,loyal;obedient;supportive;attentive;committed;respectful;dedicated;trusting;eager;reliable
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,friend,loyal;kind;supportive;caring;honest;fun;reliable;understanding;warm;true
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,leader,strong;decisive;inspiring;visionary;authoritative;respected;confident;strategic;influential;bold
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,mother,caring;loving;nurturing;kind;supportive;warm;patient;wise;gentle;devoted
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,partner,loving;supportive;dedicated;caring;reliable;equal;trustworthy;strong;committed;understanding
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,rival,formidable;determined;competitive;challenging;persistent;strong;relentless;aggressive;fierce;cunning
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,sister,caring;supportive;close;loving;kind;dependable;friendly;understanding;warm;cherished
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Social Relationships,stranger,unknown;mysterious;unfamiliar;distant;cautious;curious;odd;random;vague;peculiar
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,above,elevated;high;lofty;superior;upper;distant;prominent;visible;expansive;rare
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,back,broad;strong;muscular;sturdy;reliable;supportive;curved;clean;healthy;defined
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,below,lower;hidden;deep;modest;small;subtle;shaded;humble;secret;remote
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,east,eastern;rising;bright;warm;distant;ancient;vibrant;promising;sunny;historical
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,front,leading;visible;prominent;bold;open;clear;inviting;grand;polished;attractive
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,inside,inner;hidden;secret;cozy;quiet;sheltered;intimate;enclosed;comfortable;private
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,left,lateral;remaining;distinct;alternative;extra;secondary;unusual;notable;reserved;unique
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,north,northern;cold;icy;remote;vast;crisp;rugged;wintry;silent;stark
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,outside,open;external;fresh;wide;vast;clear;natural;bright;unrestricted;free
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,right,correct;proper;accurate;true;just;appropriate;sound;valid;suitable;optimal
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,south,southern;warm;sunny;humid;vibrant;lush;inviting;gentle;breezy;relaxed
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Spatial Concepts,west,western;rugged;vast;ancient;bold;historic;wild;expansive;distant;vibrant
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,century,long;memorable;historic;notable;significant;enduring;transformative;momentous;remarkable;evolving
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,day,bright;sunny;long;busy;cheerful;warm;clear;short;pleasant;enjoyable
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,evening,calm;quiet;cool;gentle;relaxing;peaceful;soft;eerie;mild;pleasant
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,hour,brief;short;long;crucial;fleeting;important;counted;measured;constant;precious
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,minute,tiny;brief;small;fleeting;short;precious;detailed;significant;calculated;measured
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,month,short;long;busy;vibrant;changing;memorable;pleasant;lively;typical;eventful
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,morning,fresh;early;bright;quiet;peaceful;crisp;cool;lively;calm;sunny
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,night,dark;quiet;peaceful;calm;starry;mysterious;long;silent;cool;deep
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,season,changing;beautiful;distinct;pleasant;windy;varied;mild;vibrant;refreshing;extreme
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,second,brief;fleeting;tiny;quick;short;measured;rapid;instantaneous;precious;transient
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,week,busy;long;short;eventful;challenging;productive;relaxing;hectic;lively;varied
o3-mini,basic,1.0,TR # Turkish,Perfect,most frequent,Time Concepts,year,long;memorable;successful;challenging;fruitful;busy;eventful;prosperous;changing;historical
