Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
o3-mini,basic,1.0,UR # Urdu,B1,most frequent,Abstract Concepts,anger,strong;deep;fierce;hot;sharp;sudden;wild;intense;heavy;burning
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,hate,bitter;consuming;toxic;deep-rooted;vehement;intense;destructive;resentful;hostile;extreme
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,honesty,upright;sincere;candid;genuine;transparent;virtuous;truthful;heartfelt;principled;honorable
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,justice,fair;impartial;equitable;righteous;steadfast;unbiased;moral;diligent;principled;authoritative
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,knowledge,profound;extensive;insightful;comprehensive;deep;valuable;timeless;empirical;scholarly;evolving
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,love,passionate;unconditional;tender;enduring;deep;selfless;affectionate;harmonious;caring;boundless
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,peace,serene;tranquil;harmonious;calm;soothing;quiet;restorative;stable;persistent;gentle
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Abstract Concepts,wisdom,profound;ancient;insightful;sagacious;enlightened;thoughtful;learned;judicious;reflective;enduring
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,bell,resonant;clear;loud;melodic;sonorous;chime-like;vibrant;ringing;solid;enduring
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,candle,flickering;gentle;warm;glowing;delicate;scented;modest;soft;steady;luminous
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,carpet,plush;soft;patterned;vibrant;woven;thick;elegant;durable;refined;inviting
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,coin,shiny;round;metallic;ancient;rare;valuable;embossed;collectible;bright;timeless
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,crown,regal;ornate;jeweled;gilded;majestic;storied;symbolic;historic;splendid;refined
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,flag,vibrant;bold;symbolic;iconic;colorful;proud;representative;national;striking;traditional
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,mask,mysterious;ornate;dramatic;protective;striking;symbolic;enigmatic;crafted;haunting;intricate
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,necklace,elegant;delicate;shimmering;ornate;stylish;refined;timeless;bejeweled;charming;intricate
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,painting,vivid;creative;colorful;expressive;detailed;striking;timeless;masterful;intricate;evocative
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,ring,sparkling;elegant;circular;radiant;precious;sentimental;ornate;timeless;delicate;refined
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,statue,majestic;monumental;lifelike;timeless;carved;graceful;detailed;historical;impressive;enduring
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Cultural Artifacts,vase,antique;delicate;elegant;ceramic;ornate;refined;artistic;timeless;charming;fragile
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;white;drifting;soft;billowy;ever-changing;light;airy;gentle;transient
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,earthquake,shaking;devastating;powerful;sudden;destructive;tremorous;seismic;forceful;cataclysmic;alarming
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,fog,dense;mysterious;thick;eerie;obscuring;damp;lingering;ghostly;unsettling;murky
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,lightning,brilliant;dazzling;swift;powerful;sudden;electrifying;striking;vivid;radiant;fierce
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,rain,gentle;persistent;refreshing;soft;soothing;nourishing;rhythmic;wet;cool;steady
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;radiant;magical;breathtaking;arc-shaped;ethereal;luminous;cheerful;translucent
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,snow,white;cold;fluffy;silent;pure;sparkling;soft;chilly;light;crystalline
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,storm,turbulent;fierce;raging;violent;dark;relentless;thunderous;chaotic;wild;ominous
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,thunder,booming;deep;resonant;echoing;powerful;rumbling;intense;overwhelming;electrifying;dramatic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,tide,steady;rhythmic;powerful;changing;relentless;natural;forceful;predictable;surging;ebbing
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,volcano,active;fiery;dangerous;eruptive;molten;towering;unpredictable;smoldering;explosive;ominous
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Environmental Phenomena,wind,gusty;brisk;gentle;howling;steady;swirling;unpredictable;refreshing;cold;lively
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,apple,juicy;crisp;red;fresh;sweet;tart;flavorful;vibrant;ripe;aromatic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,banana,ripe;yellow;sweet;soft;fresh;appealing;tropical;curved;nutritious;vibrant
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,beef,tender;savory;hearty;juicy;flavorful;rich;robust;succulent;spiced;meaty
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,bread,fresh;crusty;soft;warm;wholesome;aromatic;light;golden;hearty;inviting
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,broccoli,fresh;green;crisp;nutritious;vibrant;tender;healthy;earthy;farm-fresh;flavorful
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,cheese,creamy;sharp;tangy;aged;rich;gooey;flavorful;delicate;smooth;savory
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,chicken,tender;juicy;savory;succulent;hearty;flavorful;aromatic;lean;golden;spiced
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,egg,fresh;delicate;whole;rich;nutritious;smooth;vibrant;wholesome;organic;versatile
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,fish,fresh;flaky;tender;savory;delicate;nutritious;succulent;aromatic;vibrant;lean
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,pasta,al dente;savory;tender;hearty;flavorful;versatile;comforting;traditional;aromatic;satisfying
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,rice,steamed;fluffy;aromatic;tender;delicate;white;nutty;versatile;simple;wholesome
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Food Items,soup,warm;hearty;flavorful;comforting;savory;rich;smooth;nourishing;spicy;aromatic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,artist,creative;talented;visionary;innovative;expressive;skilled;passionate;original;inspiring;imaginative
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,athlete,strong;agile;fast;determined;resilient;competitive;skilled;robust;energetic;disciplined
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,chef,talented;creative;skillful;innovative;experienced;passionate;resourceful;meticulous;flavorful;dedicated
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,doctor,knowledgeable;caring;skilled;compassionate;dedicated;experienced;reliable;attentive;professional;empathetic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,engineer,innovative;technical;skilled;precise;analytical;creative;experienced;resourceful;methodical;practical
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,farmer,hardworking;dedicated;resilient;experienced;resourceful;reliable;diligent;steadfast;practical;earthy
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,lawyer,astute;knowledgeable;persuasive;articulate;diligent;ethical;sharp;experienced;logical;principled
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,musician,talented;creative;rhythmic;expressive;innovative;passionate;skilled;soulful;harmonious;energetic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,scientist,curious;analytical;methodical;innovative;precise;diligent;brilliant;empirical;inquisitive;logical
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,soldier,brave;disciplined;resilient;steadfast;courageous;valiant;determined;loyal;strong;formidable
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,teacher,knowledgeable;patient;inspiring;dedicated;caring;articulate;thoughtful;innovative;supportive;approachable
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Human Roles,writer,creative;articulate;imaginative;expressive;thoughtful;prolific;insightful;innovative;eloquent;reflective
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,book,captivating;informative;engaging;timeless;enlightening;classic;profound;immersive;detailed;well-written
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,bridge,sturdy;ancient;arched;elegant;monumental;reliable;historic;impressive;expansive;structural
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,drums,rhythmic;booming;resonant;pulsating;dynamic;vibrant;energetic;powerful;lively;thunderous
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,earth,vast;fertile;ancient;nurturing;vibrant;diverse;rugged;dynamic;resilient;abundant
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,flute,melodious;airy;delicate;enchanting;soothing;lyrical;vibrant;refined;expressive;gentle
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,key,small;metallic;essential;unique;intricate;sturdy;decorative;reliable;simple;compact
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,knife,sharp;precise;sturdy;sleek;lethal;durable;efficient;balanced;refined;elegant
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,lock,secure;robust;intricate;reliable;steadfast;durable;mechanical;antique;formidable;resistant
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,moon,luminous;radiant;silver;serene;mystical;enchanting;gentle;celestial;bright;silent
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,pen,slender;elegant;smooth;reliable;classic;inked;refined;practical;compact;artistic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,sun,radiant;brilliant;scorching;warm;golden;dazzling;vibrant;powerful;life-giving;intense
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Inanimate Objects,sword,sharp;gleaming;formidable;polished;lethal;historic;elegant;balanced;timeless;intricate
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,cat,curious;agile;playful;graceful;independent;stealthy;affectionate;clever;nimble;observant
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,dog,loyal;friendly;energetic;trusting;devoted;playful;alert;loving;obedient;faithful
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,dolphin,intelligent;agile;graceful;playful;social;curious;swift;friendly;elegant;energetic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,elephant,majestic;enormous;gentle;wise;strong;robust;ancient;dignified;monumental;loyal
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,hamster,tiny;playful;curious;energetic;cute;nimble;lively;furry;agile;charming
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,monkey,mischievous;agile;playful;clever;curious;lively;spirited;acrobatic;energetic;cheeky
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,mouse,tiny;timid;agile;quiet;curious;delicate;swift;clever;subtle;gentle
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,peacock,colorful;majestic;vibrant;elegant;regal;striking;graceful;ornate;splendid;flamboyant
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,rabbit,soft;quick;gentle;lively;timid;fluffy;agile;cute;delicate;sprightly
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,shark,formidable;sleek;dangerous;powerful;swift;relentless;predatory;agile;fearsome;majestic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,snake,slithering;venomous;silent;agile;sleek;mysterious;sinuous;cunning;subtle;dangerous
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Neutral Animals,whale,massive;majestic;gentle;enormous;graceful;deep;ancient;serene;powerful;awe-inspiring
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,city,vibrant;bustling;modern;dynamic;crowded;historic;sprawling;lively;diverse;urban
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,desert,arid;vast;barren;scorching;desolate;endless;sunbaked;stark;rugged;lonely
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,forest,dense;lush;mysterious;ancient;vibrant;sprawling;serene;wild;enchanting;quiet
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,island,isolated;tropical;serene;remote;lush;secluded;picturesque;peaceful;vibrant;charming
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,lake,tranquil;serene;reflective;clear;expansive;still;pristine;calming;mirror-like;refreshing
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,mountain,majestic;towering;rugged;lofty;formidable;ancient;breathtaking;imposing;serene;splendid
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,ocean,vast;deep;turbulent;endless;powerful;mysterious;blue;rhythmic;expansive;boundless
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,plain,wide;open;flat;expansive;grassy;serene;delicate;pastoral;tranquil;vast
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,plateau,elevated;flat;rugged;expansive;remote;barren;serene;timeless;windswept;singular
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,river,flowing;winding;clear;swift;tranquil;vibrant;deep;renewable;meandering;life-giving
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,valley,lush;green;fertile;serene;sheltered;expansive;tranquil;hidden;picturesque;gentle
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Places,village,quaint;peaceful;rustic;charming;small;tight-knit;traditional;scenic;lively;cozy
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,cactus,spiny;resilient;arid;prickly;hardy;solitary;rugged;unique;vibrant;desert-like
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,eggplant,purple;glossy;tender;rich;smooth;vibrant;earthy;succulent;fresh;versatile
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,flower,colorful;fragrant;delicate;vibrant;beautiful;blooming;fresh;elegant;lush;radiant
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,grass,green;lush;soft;vibrant;fresh;natural;silky;abundant;delicate;resilient
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,lettuce,crisp;fresh;leafy;tender;vibrant;green;juicy;flavorful;light;healthy
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,mushroom,earthy;flavorful;tender;unique;wild;delicate;aromatic;edible;rustic;spongy
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,onion,pungent;sharp;layered;fresh;robust;aromatic;crisp;flavorful;intense;versatile
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,pepper,spicy;hot;fiery;pungent;bold;zesty;vibrant;aromatic;robust;piquant
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,potato,starchy;versatile;hearty;earthy;tender;fluffy;nutritious;golden;rustic;filling
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,rose,fragrant;beautiful;delicate;vibrant;romantic;lush;elegant;timeless;blooming;soft
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,tomato,ripe;juicy;tangy;vibrant;fresh;red;succulent;flavorful;plump;aromatic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Plants,tree,majestic;towering;ancient;leafy;sturdy;vibrant;sprawling;resilient;picturesque;timeless
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,ally,loyal;supportive;trustworthy;reliable;steadfast;empathetic;collaborative;committed;devoted;honest
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,brother,caring;supportive;protective;loving;reliable;understanding;close;dependable;kind;warm
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,enemy,hostile;dangerous;ruthless;bitter;relentless;formidable;cunning;aggressive;treacherous;vindictive
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,father,caring;supportive;protective;wise;nurturing;reliable;understanding;steadfast;loving;strong
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,follower,loyal;obedient;dedicated;supportive;committed;respectful;attentive;reliable;humble;consistent
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,friend,trustworthy;caring;loyal;supportive;kind;understanding;reliable;warm;honest;fun
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,leader,charismatic;decisive;inspiring;visionary;strong;authoritative;fair;resilient;strategic;confident
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,mother,nurturing;caring;supportive;loving;patient;devoted;kind;gentle;wise;selfless
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,partner,loyal;supportive;loving;reliable;caring;committed;understanding;affectionate;devoted;trustworthy
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,rival,competitive;challenging;formidable;persistent;determined;ambitious;relentless;cunning;fierce;resilient
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,sister,caring;supportive;loving;understanding;kind;nurturing;affectionate;dependable;warm;close
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Social Relationships,stranger,unfamiliar;distant;unknown;mysterious;cautious;indifferent;intriguing;curious;remote;enigmatic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,above,lofty;elevated;superior;high;clear;expansive;towering;shining;radiant;prominent
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,back,supportive;sturdy;resilient;strong;dependable;firm;reliable;secure;enduring;robust
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,below,subdued;hidden;lower;deep;quiet;underlying;secret;modest;somber;inferior
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,east,oriental;rising;welcoming;vibrant;legendary;ancient;sunny;gentle;traditional;inspiring
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,front,leading;prominent;visible;bold;impressive;striking;approachable;dynamic;modern;clear
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,inside,inner;enclosed;hidden;intimate;private;cozy;sheltered;secluded;warm;personal
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,left,liberal;progressive;egalitarian;innovative;activist;radical;forward-thinking;inclusive;reformist;conscientious
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,north,frigid;northern;chilly;crisp;clear;icy;bold;rugged;vast;distinct
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,outside,open;expansive;fresh;natural;airy;unconfined;wild;bright;clear;scenic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,right,correct;proper;just;accurate;true;appropriate;reliable;genuine;precise;valid
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,south,warm;gentle;inviting;mellow;sunny;lush;vibrant;comforting;serene;friendly
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Spatial Concepts,west,western;pioneering;traditional;free;vast;rolling;golden;untamed;storied;iconic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,century,long;historic;significant;defining;memorable;monumental;vast;influential;enduring;marked
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,day,bright;sunny;pleasant;lively;busy;cheerful;memorable;fleeting;warm;shining
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,evening,serene;tranquil;soft;peaceful;gentle;cool;reflective;calm;warm;comfortable
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,hour,brief;fleeting;important;measured;passing;precious;short;timely;significant;concise
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,minute,small;fleeting;brief;precise;subtle;quick;transient;delicate;exact;measured
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,month,transitory;eventful;short;memorable;cyclic;changing;varied;significant;predictable;recurring
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,morning,fresh;bright;early;lively;crisp;hopeful;serene;energetic;gentle;radiant
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,night,dark;quiet;serene;mysterious;starry;calm;deep;tranquil;cool;peaceful
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,season,changing;vibrant;fleeting;diverse;transitional;unique;memorable;balanced;rhythmic;cyclical
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,second,brief;fleeting;tiny;swift;momentary;short;quick;passing;instantaneous;transient
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,week,eventful;busy;short;memorable;fleeting;balanced;structured;recurring;lively;dynamic
o3-mini,basic,1.0,UR # Urdu,Perfect,most frequent,Time Concepts,year,long;eventful;challenging;transformative;memorable;significant;changing;prosperous;enduring;fruitful
