Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
gemini-2.0-flash,think-in-native,1.0,KO # Korean,B1,most frequent,Abstract Concepts,anger,bad;big;hot;long;other;sad;same;small;strong;true
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,month,last;next;past;present;coming;long;short;spring;summer;winter
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,morning,good;early;late;cold;warm;bright;dark;quiet;busy;upcoming
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,night,long;short;good;bad;dark;quiet;late;early;warm;cold
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,season,spring;summer;autumn;winter;dry;wet;long;short;tourist;open
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,second,long;short;split;final;last;first;additional;spare;extra;crucial
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,week,last;next;coming;past;long;short;busy;quiet;working;school
gemini-2.0-flash,think-in-native,1.0,KO # Korean,C2,most frequent,Time Concepts,year,last;next;past;present;coming;good;bad;leap;fiscal;school
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,anger,hot;blind;deep;burning;sudden;cold;righteous;uncontrollable;suppressed;simmering
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,courage,great;quiet;fierce;unwavering;moral;blind;calculated;unexpected;newfound;personal
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,fear,crippling;overwhelming;irrational;primal;deep-seated;sudden;constant;lurking;healthy;nameless
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,freedom,hard-won;precious;fundamental;limited;conditional;economic;personal;political;absolute;illusory
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,happiness,pure;simple;fleeting;contagious;genuine;quiet;unexpected;inner;childlike;shared
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,hate,bitter;deep-seated;irrational;blind;consuming;passionate;intense;visceral;inherited;learned
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,honesty,brutal;refreshing;complete;painful;unwavering;absolute;simple;implicit;rare;expected
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,justice,blind;swift;equal;social;restorative;rough;poetic;delayed;ultimate;imperfect
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,knowledge,deep;vast;practical;esoteric;specialized;tacit;working;academic;common;scientific
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,love,unconditional;selfless;passionate;enduring;forbidden;first;true;familial;platonic;puppy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,peace,lasting;fragile;uneasy;inner;global;temporary;negotiated;hard-won;blessed;deafening
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Abstract Concepts,wisdom,ancient;acquired;practical;intuitive;inner;shared;accumulated;worldly;profound;uncommon
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,bell,loud;clear;small;silver;church;brass;school;ringing;antique;warning
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,candle,burning;wax;scented;tall;short;votive;flickering;white;colorful;melting
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,carpet,thick;oriental;Persian;colorful;wool;worn;soft;new;patterned;rolled
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,coin,gold;silver;old;rare;shiny;commemorative;ancient;foreign;lucky;valuable
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,crown,golden;jeweled;royal;silver;heavy;ceremonial;bejeweled;ancient;symbolic;tarnished
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,flag,national;waving;red;white;blue;tattered;symbolic;flown;protest;regimental
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,mask,painted;wooden;surgical;protective;theatrical;ceremonial;expressive;hidden;scary;blank
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,necklace,gold;silver;pearl;diamond;delicate;beaded;ornate;jade;costume;statement
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,painting,oil;watercolor;abstract;landscape;portrait;famous;impressionistic;framed;priceless;realistic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,ring,gold;silver;diamond;wedding;engagement;antique;simple;ornate;graduation;ruby
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,statue,bronze;marble;stone;large;small;ancient;commemorative;public;iconic;religious
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Cultural Artifacts,vase,glass;ceramic;porcelain;tall;short;empty;full;decorative;antique;colorful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,cloud,white;dark;grey;fluffy;rain;storm;passing;gathering;ominous;distant
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,earthquake,strong;devastating;sudden;major;minor;unexpected;powerful;aftershock;initial;subsequent
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,fog,thick;dense;heavy;pea-soup;morning;rolling;lifting;eerie;mysterious;coastal
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,lightning,bright;forked;sudden;powerful;distant;close;sheet;summer;electrical;unexpected
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,rain,heavy;light;constant;pouring;steady;gentle;acid;summer;spring;unexpected
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;bright;arched;faint;double;vibrant;fleeting;ethereal;partial;complete
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,snow,heavy;falling;light;fresh;deep;wet;powdery;drifting;melting;crisp
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,storm,severe;violent;electrical;winter;passing;brewing;approaching;coastal;tropical;unexpected
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;close;echoing;crashing;booming;deep;ominous;sudden
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,tide,high;low;incoming;outgoing;strong;neap;spring;full;rising;falling
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;extinct;erupting;volcanic;smoking;large;small;dangerous;majestic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Environmental Phenomena,wind,strong;cold;warm;gentle;gusty;prevailing;easterly;howling;whistling;steady
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,apple,red;green;crisp;juicy;sweet;sour;delicious;ripe;Granny_Smith;Macintosh
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,banana,yellow;ripe;sweet;soft;mushy;overripe;unripe;Cavendish;organic;imported
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,beef,tender;lean;ground;prime;aged;raw;cooked;grilled;roasted;marbled
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,bread,fresh;white;whole_wheat;rye;sourdough;toasted;stale;crusty;soft;sliced
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,broccoli,green;fresh;steamed;raw;cooked;organic;healthy;chopped;florets;frozen
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,cheese,cheddar;Swiss;sharp;mild;creamy;hard;soft;grated;sliced;blue
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,chicken,fried;grilled;roasted;raw;cooked;boneless;skinless;organic;whole;pieces
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,egg,fried;boiled;scrambled;raw;cooked;hard-boiled;soft-boiled;poached;cracked;whole
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,fish,fresh;salt_water;fresh_water;fried;grilled;raw;cooked;boneless;whole;filleted
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,pasta,cooked;dry;fresh;long;short;spaghetti;fettuccine;penne;al_dente;whole_wheat
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,rice,white;brown;cooked;uncooked;long_grain;short_grain;basmati;jasmine;sticky;fried
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Food Items,soup,hot;cold;chicken;vegetable;tomato;creamy;thick;thin;homemade;canned
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,artist,talented;struggling;famous;unknown;young;old;local;modern;established;freelance
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,athlete,professional;amateur;young;old;talented;dedicated;competitive;Olympic;injured;retired
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,chef,experienced;talented;head;sous;pastry;famous;celebrity;executive;skilled;line
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,doctor,experienced;general;specialist;family;young;old;respected;caring;dedicated;senior
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,engineer,civil;mechanical;electrical;software;experienced;structural;chemical;aerospace;design;project
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,farmer,local;organic;family;small;large;hard-working;dedicated;experienced;young;old
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,lawyer,experienced;corporate;criminal;defense;prosecuting;young;old;successful;unethical;honest
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,musician,talented;young;old;experienced;professional;amateur;local;famous;struggling;session
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,scientist,brilliant;dedicated;experienced;young;old;research;leading;renowned;respected;aspiring
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,soldier,brave;young;experienced;dedicated;injured;fallen;active;retired;decorated;conscripted
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,teacher,dedicated;experienced;caring;young;old;passionate;inspiring;patient;strict;effective
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Human Roles,writer,aspiring;published;struggling;famous;young;old;talented;prolific;experienced;freelance
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,book,old;new;hardcover;paperback;fiction;nonfiction;interesting;long;short;popular
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,bridge,long;short;suspension;stone;wooden;old;new;high;low;sturdy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,drums,loud;big;small;snare;bass;acoustic;electronic;new;used;vintage
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,earth,round;blue;green;rocky;fertile;barren;dry;wet;muddy;dusty
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,flute,silver;wooden;bamboo;high;low;clear;sweet;long;short;old
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,key,metal;small;big;rusty;shiny;spare;house;car;important;lost
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,knife,sharp;dull;kitchen;pocket;hunting;small;big;rusty;shiny;new
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,lock,strong;weak;metal;old;new;combination;key;secure;rusty;broken
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,moon,full;new;bright;dark;silver;yellow;crescent;waxing;waning;distant
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,pen,blue;black;red;ballpoint;fountain;old;new;cheap;expensive;working
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,sun,bright;hot;warm;yellow;shining;setting;rising;distant;scorching;blinding
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Inanimate Objects,sword,sharp;long;short;steel;silver;old;new;rusty;heavy;light
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,cat,small;cute;black;white;fluffy;stray;wild;house;playful;lazy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,dog,big;small;brown;black;white;friendly;stray;wild;house;playful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;friendly;grey;wild;captive;trained;small;big;fast
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,elephant,big;gray;African;Asian;wild;captive;old;young;strong;gentle
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,hamster,small;cute;furry;brown;white;playful;sleepy;golden;dwarf;Syrian
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,monkey,small;playful;brown;wild;captive;funny;intelligent;mischievous;cute;long-tailed
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,mouse,small;gray;brown;white;wild;house;cute;scary;pet;lab
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,peacock,colorful;beautiful;large;blue;green;proud;strutting;Indian;iridescent;ornamental
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,rabbit,small;white;brown;wild;pet;cute;fluffy;long-eared;hopping;domesticated
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,shark,big;dangerous;great_white;gray;swimming;hungry;circling;predatory;terrifying;marine
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,snake,long;green;brown;poisonous;dangerous;slithering;scary;garden;pet;garter
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Neutral Animals,whale,big;blue;gray;humpback;singing;migrating;endangered;marine;majestic;enormous
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,city,big;large;busy;modern;historic;old;new;crowded;industrial;coastal
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,desert,hot;dry;sandy;barren;vast;empty;desolate;arid;Saharan;Mojave
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,forest,dense;green;lush;old;dark;tall;wild;ancient;temperate;tropical
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,island,small;tropical;deserted;volcanic;remote;beautiful;green;rocky;sandy;pacific
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,lake,large;small;deep;clear;blue;fresh;salt;calm;scenic;freshwater
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,mountain,high;tall;snow-capped;rocky;green;steep;majestic;distant;volcanic;rugged
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,ocean,vast;deep;blue;salty;cold;warm;stormy;calm;Pacific;Atlantic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,plain,flat;open;wide;grassy;empty;vast;treeless;fertile;agricultural;unremarkable
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,plateau,high;flat;arid;dry;rocky;windswept;expansive;elevated;remote;mesa
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,river,long;wide;deep;flowing;winding;muddy;clear;fresh;Amazon;Mississippi
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,valley,green;wide;narrow;deep;scenic;fertile;hidden;mountain;river;agricultural
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Places,village,small;quiet;rural;traditional;old;peaceful;charming;remote;isolated;historic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,cactus,prickly;green;tall;short;desert;spiny;flowering;saguaro;cholla;barrel
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,eggplant,purple;long;round;shiny;fresh;cooked;raw;grilled;roasted;fried
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,flower,beautiful;colorful;fragrant;fresh;blooming;wild;garden;artificial;delicate;vibrant
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,grass,green;long;short;wet;dry;lush;thick;thin;wild;cut
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,lettuce,green;fresh;crisp;leafy;salad;head;romaine;butter;iceberg;organic
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,mushroom,edible;poisonous;wild;fresh;cooked;raw;small;big;brown;white
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,onion,white;yellow;red;raw;cooked;fried;sweet;pungent;chopped;sliced
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,pepper,black;red;green;hot;sweet;spicy;ground;whole;bell;chili
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,potato,white;red;baked;mashed;fried;raw;cooked;small;big;russet
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,rose,red;pink;white;yellow;fragrant;beautiful;thorny;long-stemmed;blooming;artificial
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,tomato,red;ripe;fresh;juicy;cooked;raw;sliced;diced;organic;canned
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Plants,tree,tall;green;old;big;strong;oak;pine;maple;flowering;leafy
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,ally,strong;reliable;trusted;powerful;close;strategic;political;military;natural;unexpected
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,brother,older;younger;little;big;half;step;adoptive;beloved;estranged;close
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,enemy,bitter;sworn;arch;political;dangerous;formidable;ruthless;powerful;unexpected;hidden
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,father,loving;strict;biological;adoptive;step;old;young;supportive;absent;stern
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,follower,loyal;devoted;ardent;blind;online;new;reluctant;faithful;enthusiastic;potential
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,friend,close;old;best;childhood;new;loyal;supportive;true;casual;online
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,leader,strong;charismatic;political;military;effective;decisive;popular;new;experienced;inspiring
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,mother,loving;caring;biological;adoptive;step;old;young;supportive;absent;overprotective
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,partner,business;life;romantic;equal;senior;junior;trusted;working;silent;limited
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,rival,fierce;bitter;longtime;academic;political;business;sporting;unexpected;formidable;close
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,sister,older;younger;little;big;half;step;adoptive;beloved;estranged;close
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Social Relationships,stranger,strange;unknown;foreign;suspicious;friendly;helpful;tall;short;approaching;passing
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,above,clear;blue;distant;far;high;directly;just;slightly;well
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,back,sore;lower;upper;strong;straight;stiff;injured;aching;healthy;broad
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,below,freezing;zero;sea;surface;average;standard;ground;just;slightly;far
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,east,far;middle;wild;near;due;extreme;southeastern;northeastern;true;slight
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,front,main;new;fresh;false;open;clear;stormy;cold;warm;dry
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,inside,dark;warm;cold;cool;wet;dry;comfortable;safe;clean;dirty
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,left,far;extreme;political;social;slight;hard;true;only;near;just
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,north,far;extreme;near;due;true;wild;great;northwestern;northeastern
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,outside,cold;warm;wet;dry;bright;dark;clear;near;far;just
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,right,far;extreme;political;social;true;hard;only;near;just;clear
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,south,far;near;due;wild;true;deep;extreme;southwestern;southeastern
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Spatial Concepts,west,wild;far;near;due;true;great;extreme;southwestern;northwestern
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,century,21st;20th;19th;past;present;future;long;short;recent;upcoming
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,day,long;short;sunny;rainy;good;bad;busy;free;whole;working
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,evening,pleasant;quiet;cool;warm;long;short;early;late;summer;winter
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,hour,long;short;early;late;working;free;spare;busy;quiet;golden
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,minute,short;long;fleeting;precious;spare;last;crucial;tense;agonizing;few
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,month,long;short;next;last;whole;current;upcoming;summer;winter;first
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,morning,early;late;cold;warm;sunny;rainy;busy;quiet;crisp;fresh
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,night,dark;long;short;cold;warm;quiet;sleepless;starry;clear;eventful
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,season,summer;winter;spring;autumn;dry;wet;long;short;tourist;holiday
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,second,quick;short;split;fleeting;last;crucial;spare;few;precious;tense
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,week,long;short;last;next;whole;busy;free;working;holiday;upcoming
gemini-2.0-flash,think-in-native,1.0,KO # Korean,Perfect,most frequent,Time Concepts,year,long;short;last;next;new;old;good;bad;whole;upcoming
