Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,think-in-native,0.0,DE # German,B1,most frequent,Abstract Concepts,anger,strong;hot;blind;deep;sudden;intense;raw;great;furious;bitter
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,night,dark;long;quiet;starry;stormy;cold;warm;endless;peaceful;mysterious
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,season,long;short;warm;cold;rainy;dry;festive;quiet;changing;mild
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,second,short;final;waiting;quick;last;first;ticking;precious;fleeting;extra
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,week,long;short;busy;quiet;final;starting;ending;productive;relaxing;ordinary
grok-3-mini,think-in-native,0.0,DE # German,C2,most frequent,Time Concepts,year,long;short;busy;quiet;new;old;productive;challenging;memorable;forgotten
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;suppressed;boiling;fierce;uncontrollable;quiet
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,courage,brave;bold;heroic;great;moral;physical;quiet;foolish;innate;displayed
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,fear,intense;sudden;deep;irrational;overwhelming;primal;hidden;constant;paralyzing;natural
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,freedom,absolute;personal;political;true;limited;hard-won;basic;individual;economic;social
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,happiness,pure;lasting;simple;genuine;fleeting;inner;shared;complete;everyday;radiant
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,hate,intense;deep;blind;irrational;bitter;enduring;mutual;racial;personal;violent
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,honesty,complete;brutal;refreshing;absolute;straightforward;rare;heartfelt;simple;unwavering;painful
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,justice,fair;swift;blind;social;poetic;divine;criminal;equal;restorative;imperfect
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,knowledge,vast;deep;practical;theoretical;ancient;modern;secret;shared;basic;specialized
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,love,true;deep;unconditional;romantic;eternal;passionate;platonic;forbidden;familial;lost
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,peace,lasting;inner;global;fragile;quiet;perfect;world;mental;temporary;spiritual
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;timeless;innate;hard-earned;simple;divine;worldly;quiet
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,bell,loud;small;ringing;antique;golden;church;alarm;handheld;cracked;festive
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,candle,lit;scented;tall;waxen;flickering;decorative;birthday;emergency;colored;melted
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,carpet,soft;thick;patterned;woolen;old;colorful;oriental;dirty;rolled;expensive
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,coin,old;shiny;rare;gold;silver;foreign;counterfeit;ancient;small;valuable
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,crown,golden;royal;jeweled;ancient;ceremonial;heavy;symbolic;stolen;ornate;simple
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,flag,national;waving;colorful;torn;proud;foreign;historical;small;official;faded
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,mask,protective;decorative;facial;ancient;scary;theatrical;hidden;plastic;cultural;elegant
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,necklace,gold;pearl;simple;elegant;antique;beaded;long;cheap;sparkling;handmade
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,painting,beautiful;famous;abstract;oil;modern;landscape;portrait;colorful;damaged;valuable
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,ring,gold;engagement;simple;antique;diamond;silver;wedding;small;engraved;lost
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,statue,tall;stone;ancient;bronze;famous;garden;broken;heroic;modern;decorative
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Cultural Artifacts,vase,glass;antique;floral;tall;broken;decorative;ceramic;empty;colorful;fragile
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,cloud,white;fluffy;dark;stormy;high;drifting;thin;cumulus;rainy;distant
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,earthquake,strong;devastating;sudden;minor;seismic;underground;destructive;frequent;shallow;massive
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,fog,thick;dense;morning;mysterious;cold;rolling;light;coastal;eerie;persistent
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,lightning,bright;fast;striking;forked;dangerous;nighttime;electrical;distant;powerful;sudden
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;cold;warm;seasonal;gentle;tropical;relentless
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;bright;double;faint;perfect;arched;post-rain;vivid;rare;full
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,snow,fresh;deep;fluffy;melting;heavy;winter;light;packed;wet;pristine
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,storm,violent;fierce;approaching;electrical;winter;tropical;sudden;powerful;rainy;howling
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;sudden;ominous;rolling;nighttime;fierce;echoing
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;coastal;incoming;outgoing;gentle;powerful
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;dangerous;fiery;underwater;tall
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Environmental Phenomena,wind,strong;gentle;cold;warm;howling;steady;gusty;eastern;northern;fierce
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,apple,red;green;fresh;ripe;juicy;sweet;tart;small;organic;fallen
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,banana,yellow;ripe;green;peeled;sweet;long;fresh;spotted;organic;tropical
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,beef,fresh;lean;grilled;tender;ground;rare;fatty;organic;cooked;cheap
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,bread,fresh;warm;sliced;whole-wheat;soft;crusty;homemade;stale;white;toasted
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,broccoli,fresh;green;steamed;raw;organic;crisp;frozen;tender;healthy;boiled
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,cheese,sharp;soft;hard;melted;aged;creamy;grated;fresh;imported;mild
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;fried;tender;boneless;raw;spicy;whole
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,egg,fresh;boiled;fried;raw;brown;white;large;cracked;organic;scrambled
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;oily;caught;small;tasty;salted
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;homemade;cheesy;spicy;Italian;long;stuffed
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,rice,cooked;white;brown;steamed;fluffy;sticky;wild;boiled;raw;aromatic
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Food Items,soup,hot;creamy;vegetable;chicken;spicy;thick;clear;homemade;cold;hearty
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,artist,talented;creative;famous;struggling;young;established;visionary;dedicated;skilled;innovative
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,athlete,strong;fast;professional;dedicated;injured;young;Olympic;skilled;competitive;fit
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,chef,skilled;famous;creative;professional;young;experienced;talented;busy;innovative;passionate
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,doctor,skilled;experienced;young;dedicated;busy;specialist;caring;retired;qualified;emergency
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,engineer,skilled;mechanical;civil;electrical;innovative;experienced;young;dedicated;qualified;creative
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,farmer,hardworking;local;organic;experienced;young;dedicated;rural;skilled;independent;modern
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,lawyer,skilled;corporate;experienced;young;dedicated;successful;ethical;busy;qualified;criminal
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,musician,talented;famous;classical;rock;young;dedicated;skilled;innovative;struggling;professional
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,scientist,brilliant;dedicated;young;experienced;innovative;environmental;medical;theoretical;skilled;curious
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,soldier,brave;trained;young;veteran;dedicated;elite;injured;professional;loyal;combat
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,teacher,dedicated;experienced;young;passionate;skilled;retired;inspiring;strict;qualified;creative
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Human Roles,writer,talented;famous;young;experienced;creative;struggling;prolific;dedicated;skilled;fictional
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,book,old;new;thick;thin;hardcover;paperback;interesting;educational;fictional;rare
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,bridge,old;long;wooden;stone;modern;high;broken;famous;suspension;narrow
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,drums,loud;wooden;electronic;small;professional;rhythmic;antique;shiny;hand-held;large
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,earth,green;blue;fertile;dry;ancient;vast;spinning;living;rocky;flat
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,flute,wooden;silver;small;antique;musical;shiny;simple;professional;ancient;melodic
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,key,small;metal;old;rusty;spare;golden;locked;modern;secret;electronic
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,knife,sharp;small;kitchen;rusty;pocket;old;clean;dull;silver;hunting
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,lock,old;rusty;electronic;secure;broken;small;modern;keyless;metal;combination
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,moon,full;bright;crescent;dark;distant;waxing;waning;glowing;silver;mysterious
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,pen,black;ink;cheap;fancy;broken;new;ballpoint;fountain;colorful;old
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,sun,bright;hot;rising;setting;yellow;warm;distant;burning;midday;golden
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Inanimate Objects,sword,sharp;ancient;metal;long;ceremonial;rusty;magical;heavy;decorative;forged
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,cat,black;fluffy;wild;domestic;playful;old;stray;cute;lazy;aggressive
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,dog,loyal;big;small;trained;wild;playful;old;friendly;aggressive;stray
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,dolphin,intelligent;playful;wild;marine;gray;fast;social;endangered;young;trained
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,elephant,large;gray;wild;tame;endangered;strong;old;playful;majestic;African
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,hamster,small;furry;cute;wild;pet;fast;nocturnal;young;tame;active
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,monkey,playful;wild;small;intelligent;noisy;young;tame;agile;curious;mischievous
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,mouse,small;gray;wild;pet;fast;timid;young;noisy;cute;trapped
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,peacock,colorful;wild;beautiful;proud;large;tame;exotic;noisy;male;elegant
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,rabbit,white;fluffy;wild;pet;fast;young;tame;cute;hopping;small
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,shark,large;dangerous;wild;gray;fast;predatory;endangered;deep-sea;aggressive;solitary
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,snake,long;poisonous;wild;tame;green;coiled;fast;endangered;small;slithery
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Neutral Animals,whale,large;blue;wild;endangered;marine;singing;migratory;gentle;massive;deep-diving
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,city,busy;large;modern;old;crowded;beautiful;industrial;coastal;historic;vibrant
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,desert,hot;dry;vast;sandy;barren;remote;golden;windy;harsh;endless
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,forest,dense;green;ancient;dark;tropical;quiet;vast;rainy;magical;protected
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,island,tropical;small;remote;volcanic;sandy;green;deserted;large;coastal;beautiful
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,lake,deep;blue;frozen;calm;large;small;clear;mountain;polluted;scenic
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,mountain,high;snowy;rugged;tall;green;ancient;volcanic;steep;majestic;remote
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,ocean,vast;deep;blue;stormy;calm;salty;endless;warm;cold;mysterious
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,plain,flat;vast;green;dry;fertile;empty;rolling;grassy;endless;open
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,plateau,high;flat;rocky;vast;elevated;dry;green;ancient;remote;scenic
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,river,wide;deep;flowing;muddy;clear;fast;slow;ancient;polluted;scenic
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,valley,deep;green;narrow;wide;fertile;hidden;scenic;dry;mountainous;peaceful
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Places,village,small;quiet;rural;ancient;coastal;mountain;poor;prosperous;traditional;remote
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,cactus,spiky;green;tall;desert;small;flowering;wild;hardy;exotic;prickly
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,eggplant,purple;fresh;large;raw;cooked;organic;shiny;bitter;small;grilled
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,flower,beautiful;red;wild;fragrant;blooming;small;exotic;dried;colorful;wilted
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,grass,green;tall;wet;dry;wild;mowed;soft;thick;fresh;yellowed
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,lettuce,fresh;green;crisp;organic;raw;wilted;leafy;salad;small;washed
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,mushroom,wild;edible;poisonous;fresh;small;dried;large;organic;cooked;exotic
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,onion,fresh;raw;chopped;organic;small;large;sweet;spicy;dried;peeled
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,pepper,red;green;fresh;spicy;raw;dried;organic;hot;sweet;ground
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,potato,fresh;baked;raw;organic;small;large;boiled;fried;sweet;peeled
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,rose,red;beautiful;thorny;fragrant;wild;blooming;white;dried;exotic;fresh
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,tomato,red;fresh;ripe;raw;organic;small;juicy;sliced;green;cooked
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Plants,tree,tall;green;old;young;leafy;fruit-bearing;dead;ancient;shady;bare
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,ally,strong;reliable;strategic;faithful;powerful;secret;foreign;trusted;loyal;helpful
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,brother,older;younger;loving;protective;twin;estranged;supportive;annoying;close;distant
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,enemy,sworn;bitter;powerful;foreign;dangerous;hidden;ancient;ruthless;common;defeated
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,father,loving;strict;absent;proud;hardworking;elderly;young;supportive;distant;biological
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;faithful;dedicated;mass;religious;political;misguided
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,friend,best;close;old;new;loyal;trustworthy;childhood;distant;supportive;false
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,leader,strong;charismatic;effective;weak;inspirational;political;military;natural;elected;visionary
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,mother,loving;caring;strict;single;elderly;young;protective;busy;supportive;biological
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,partner,business;romantic;reliable;equal;trusted;professional;life;silent;creative;supportive
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,rival,fierce;strong;business;political;hated;equal;longstanding;defeated;competitive;secret
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,sister,older;younger;loving;protective;twin;estranged;supportive;annoying;close;distant
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Social Relationships,stranger,mysterious;dangerous;friendly;unknown;foreign;helpful;suspicious;passing;tall;quiet
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,above,high;clear;bright;distant;floating;overhead;superior;elevated;visible;vast
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,back,strong;sore;straight;broad;injured;muscular;arched;hidden;rear;weak
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,below,deep;hidden;dark;underground;lower;submerged;inferior;quiet;vast;secret
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,east,rising;distant;coastal;sunny;ancient;far;exotic;trade;wind-swept;mysterious
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,front,wide;narrow;open;closed;busy;main;forward;defensive;visible;grand
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,inside,warm;dark;hidden;cozy;empty;secret;inner;protected;vast;quiet
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,left,sharp;weak;dominant;injured;free;hidden;straight;crooked;open;closed
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,north,cold;polar;distant;windy;ancient;magnetic;far;frozen;mysterious;rugged
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,outside,cold;bright;wet;dark;open;exposed;vast;noisy;quiet;fresh
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,right,correct;strong;dominant;injured;straight;free;hidden;moral;legal;absolute
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,south,warm;tropical;distant;sunny;ancient;far;exotic;humid;coastal;vibrant
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Spatial Concepts,west,wild;distant;sunny;ancient;far;rugged;coastal;mysterious;golden;frontier
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,century,past;future;golden;dark;modern;ancient;lost;prosperous;turbulent;enlightened
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,day,long;short;sunny;rainy;busy;lazy;perfect;ordinary;special;final
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,evening,quiet;long;warm;cool;peaceful;romantic;late;early;golden;dark
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,hour,long;short;final;early;late;golden;quiet;busy;dark;productive
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,minute,last;final;short;long;quiet;busy;golden;early;late;precise
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,month,long;short;busy;quiet;final;early;late;festive;dark;productive
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,morning,early;fresh;bright;foggy;quiet;busy;cold;warm;golden;crisp
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;warm;endless;peaceful;stormy;magical
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,season,long;short;warm;cold;festive;dry;wet;productive;quiet;changing
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,second,last;final;short;long;quiet;busy;golden;early;late;precise
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,week,long;short;busy;quiet;final;early;late;productive;relaxing;eventful
grok-3-mini,think-in-native,0.0,DE # German,Perfect,most frequent,Time Concepts,year,long;short;busy;quiet;final;early;late;productive;memorable;challenging
