Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,english-monolingual,0.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,intense;blind;raw;sudden;deep;boiling;righteous;suppressed;explosive;quiet
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,mask,protective;decorative;theatrical;facial;anonymous;surgical;carved;festive;eerie;disposable
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,mask,protective;decorative;theatrical;facial;mysterious;surgical;carved;Halloween;anonymous;elaborate
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,necklace,sparkling;gold;pearl;delicate;antique;beaded;silver;layered;elegant;handmade
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Cultural Artifacts,necklace,sparkling;pearl;golden;delicate;antique;beaded;elegant;simple;layered;expensive
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,necklace,pearl;gold;silver;beaded;elegant;antique;simple;layered;sparkling;handmade
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,necklace,pearl;gold;beaded;antique;simple;elegant;layered;diamond;handmade;choker
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,necklace,pearl;gold;silver;beaded;antique;elegant;simple;layered;diamond;choker
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,painting,vibrant;abstract;detailed;oil;landscape;modern;faded;portrait;colorful;framed
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Cultural Artifacts,painting,vibrant;abstract;detailed;famous;landscape;modern;oil;framed;colorful;historic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,painting,abstract;colorful;famous;landscape;portrait;modern;antique;detailed;vibrant;framed
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,painting,abstract;vibrant;landscape;portrait;modern;faded;oil;detailed;framed;impressionist
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,painting,abstract;vibrant;oil;landscape;portrait;modern;ancient;detailed;colorful;framed
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,ring,golden;diamond;engagement;simple;antique;silver;engraved;oversized;wedding;decorative
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Cultural Artifacts,ring,golden;engagement;simple;antique;diamond;silver;oversized;engraved;wedding;flashy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,ring,gold;silver;diamond;engagement;simple;antique;oversized;engraved;wedding;decorative
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,ring,engagement;golden;silver;diamond;simple;antique;wedding;oversized;engraved;mood
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,ring,engagement;gold;silver;diamond;simple;antique;wedding;signet;oversized;engraved
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,statue,towering;bronze;ancient;marble;heroic;modern;weathered;lifelike;commemorative;stone
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Cultural Artifacts,statue,towering;bronze;ancient;marble;heroic;modern;detailed;garden;commemorative;weathered
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,statue,marble;bronze;ancient;towering;modern;heroic;detailed;garden;commemorative;weathered
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,statue,marble;towering;ancient;bronze;commemorative;lifelike;damaged;garden;heroic;modern
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,statue,marble;towering;ancient;bronze;heroic;modern;carved;public;damaged;lifelike
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Cultural Artifacts,vase,ornate;ceramic;glass;tall;decorative;antique;floral;fragile;painted;crystal
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Cultural Artifacts,vase,ornate;ceramic;tall;decorative;antique;glass;floral;fragile;painted;elegant
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Cultural Artifacts,vase,
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Cultural Artifacts,vase,ceramic;antique;floral;glass;decorative;tall;cracked;ornate;crystal;painted
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Cultural Artifacts,vase,ceramic;antique;floral;glass;decorative;tall;ornate;simple;painted;crystal
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,cloud,fluffy;dark;wispy;stormy;white;drifting;low;cumulus;gray;billowing
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,cloud,fluffy;dark;drifting;stormy;white;low-hanging;billowing;wispy;ominous;scattered
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,cloud,fluffy;dark;wispy;stormy;white;drifting;low;high;cumulus;ominous
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,cloud,fluffy;dark;drifting;stormy;wispy;cumulus;high;gray;billowing;rain-filled
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;dark;stormy;wispy;cumulus;drifting;gray;billowing;high;rain-filled
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,earthquake,massive;destructive;shallow;intense;minor;tectonic;sudden;devastating;underground;seismic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,earthquake,devastating;sudden;massive;shallow;powerful;minor;destructive;seismic;underground;violent
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,earthquake,massive;destructive;sudden;shallow;deep;minor;tectonic;violent;aftershock;seismic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,earthquake,devastating;minor;seismic;sudden;powerful;underground;destructive;shallow;frequent;tectonic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,earthquake,massive;destructive;sudden;shallow;deep;seismic;minor;devastating;tectonic;rumbling
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,fog,thick;dense;misty;rolling;early;chilling;persistent;light;coastal;enveloping
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,fog,thick;dense;morning;mysterious;rolling;chilly;persistent;light;coastal;enveloping
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,fog,thick;dense;morning;eerie;coastal;light;persistent;rolling;mysterious;damp
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,fog,thick;dense;morning;eerie;coastal;rolling;light;persistent;mysterious;chilling
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,fog,thick;dense;misty;rolling;morning;eerie;coastal;persistent;light;chilling
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,lightning,bright;forked;sudden;electrical;distant;striking;powerful;flashing;nighttime;dramatic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,lightning,bright;forked;sudden;electrical;distant;striking;powerful;nighttime;jagged;spectacular
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,lightning,bright;forked;sudden;electrical;distant;striking;heat;nighttime;powerful;frequent
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,lightning,bright;forked;sudden;electrical;distant;striking;heat;nighttime;powerful;jagged
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,lightning,bright;forked;sudden;electrical;dramatic;distant;powerful;flashing;nighttime;striking
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;gentle;cold;warm;seasonal;driving;misty
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;gentle;cold;warm;seasonal;driving;refreshing
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;gentle;seasonal;cold;warm;monsoon;drizzling
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;gentle;seasonal;cold;refreshing;monsoon;drizzling
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,rain,heavy;light;steady;torrential;gentle;seasonal;cold;warm;driving;misty
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;double;faint;spectacular;arched;fleeting;full;hazy;bright
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;double;faint;arched;post-storm;beautiful;fleeting;full;hazy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,rainbow,vibrant;double;faint;full;arched;colorful;post-rain;spectacular;fleeting;natural
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,rainbow,vibrant;double;faint;colorful;arched;post-rain;spectacular;fleeting;full;hazy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,rainbow,vibrant;colorful;double;faint;arched;post-rain;spectacular;fleeting;full;hazy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,snow,fresh;powdery;heavy;melting;deep;fluffy;wet;drifting;pristine;icy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,snow,fresh;powdery;heavy;melting;deep;fluffy;wet;seasonal;pristine;drifting
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,snow,fresh;powdery;heavy;melting;deep;fluffy;wet;seasonal;pristine;drifting
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,snow,fresh;powdery;heavy;melting;deep;fluffy;wet;seasonal;drifting;crystalline
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,snow,fresh;powdery;heavy;melting;deep;fluffy;wet;pristine;drifting;icy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,storm,violent;brewing;fierce;tropical;sudden;electrical;howling;massive;approaching;relentless
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,storm,fierce;approaching;violent;tropical;sudden;howling;electrical;brewing;massive;relentless
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,storm,violent;brewing;tropical;fierce;electrical;winter;sudden;massive;howling;approaching
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,storm,violent;approaching;fierce;tropical;electrical;sudden;howling;winter;massive;brewing
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,storm,violent;brewing;fierce;tropical;electrical;sudden;howling;massive;approaching;relentless
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;deep;rolling;explosive
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;deep;nighttime;explosive
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;prolonged;nighttime;explosive
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;rolling;explosive;faint
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,thunder,loud;rumbling;distant;crashing;ominous;echoing;sudden;deep;nighttime;explosive
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;incoming;outgoing;tidal;gentle;powerful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;incoming;outgoing;coastal;powerful;gentle
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,tide,high;low;rising;falling;strong;gentle;coastal;incoming;outgoing;tidal
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;incoming;outgoing;tidal;coastal;powerful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;gentle;incoming;outgoing;coastal;unpredictable
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;fiery;submerged;threatening;volcanic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;fiery;towering;dangerous;erupting
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;fiery;underwater;dangerous;erupting
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;fiery;underwater;threatening;lava-spewing
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;explosive;massive;smoking;ancient;fiery;threatening;lava-filled;majestic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Environmental Phenomena,wind,strong;gentle;howling;chilly;gusty;steady;warm;cold;prevailing;erratic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;coastal;biting;refreshing
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;gusty;steady;easterly;westerly;breezy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Environmental Phenomena,wind,strong;gentle;howling;chilly;gusty;steady;warm;northern;easterly;turbulent
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Environmental Phenomena,wind,strong;gentle;howling;gusty;cold;warm;steady;erratic;coastal;biting
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,apple,red;crisp;juicy;green;tart;ripe;fresh;sweet;organic;shiny
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,apple,red;crisp;juicy;green;sweet;tart;fresh;ripe;organic;shiny
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,apple,red;green;crisp;juicy;ripe;tart;sweet;fresh;organic;spoiled
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,apple,red;crisp;juicy;green;tart;fresh;ripe;golden;sweet;organic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,apple,red;green;crisp;juicy;ripe;tart;sweet;fresh;organic;shiny
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,banana,yellow;ripe;peeled;green;sweet;curved;fresh;spotted;organic;soft
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,banana,yellow;ripe;peeled;sweet;green;curved;fresh;spotted;tropical;soft
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,banana,yellow;ripe;green;peeled;sweet;spotted;fresh;organic;curved;mushy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,banana,ripe;yellow;peeled;green;sweet;spotted;fresh;curved;organic;tropical
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,banana,yellow;ripe;green;peeled;sweet;curved;fresh;spotted;organic;soft
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,beef,tender;grilled;lean;fatty;fresh;ground;rare;organic;seasoned;juicy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,beef,tender;lean;grilled;ground;rare;fatty;fresh;organic;seasoned;juicy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,beef,tender;lean;grilled;ground;fatty;rare;well-done;fresh;organic;marbled
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,beef,tender;grilled;lean;ground;rare;fatty;organic;seasoned;fresh;marbled
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,beef,tender;lean;grilled;ground;rare;well-done;fresh;organic;fatty;marbled
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,bread,fresh;sliced;warm;crusty;soft;whole-wheat;toasted;homemade;stale;fluffy
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,bread,fresh;warm;sliced;whole-wheat;crusty;soft;homemade;toasted;white;artisanal
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,bread,fresh;sliced;whole-wheat;soft;crusty;warm;stale;homemade;toasted;artisan
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,bread,fresh;sliced;whole-wheat;crusty;soft;toasted;homemade;stale;warm;artisan
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,bread,fresh;sliced;whole-wheat;soft;crusty;warm;toasted;homemade;white;artisanal
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,broccoli,fresh;steamed;green;crisp;organic;frozen;tender;raw;chopped;flavorful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,broccoli,fresh;steamed;green;crunchy;organic;frozen;tender;raw;floreted;nutritious
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,broccoli,fresh;steamed;green;crisp;organic;frozen;raw;tender;floreted;boiled
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,broccoli,fresh;steamed;green;crisp;organic;frozen;raw;tender;floreted;nutritious
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,broccoli,fresh;steamed;green;crisp;organic;frozen;raw;tender;floreted;nutritious
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;melted;flavorful;mild;imported
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;melted;flavorful;mild;imported
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;melted;flavorful;imported;mild
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,cheese,sharp;creamy;aged;soft;grated;blue;melted;hard;flavorful;imported
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,cheese,sharp;creamy;aged;soft;hard;grated;melted;flavorful;imported;mild
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;whole;marinated
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,chicken,grilled;roasted;fresh;organic;boneless;fried;tender;spicy;whole;marinated
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,chicken,grilled;roasted;fried;organic;boneless;fresh;spicy;tender;free-range;marinated
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,chicken,grilled;roasted;fried;organic;boneless;fresh;spicy;tender;free-range;marinated
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,chicken,grilled;roasted;fried;organic;boneless;fresh;spicy;tender;free-range;marinated
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,egg,fresh;boiled;scrambled;large;organic;cracked;fried;brown;white;runny
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,egg,fresh;boiled;scrambled;organic;large;brown;fried;cracked;free-range;runny
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,egg,fresh;boiled;fried;organic;large;brown;white;cracked;scrambled;runny
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,egg,fresh;boiled;scrambled;brown;white;organic;cracked;large;fried;fertilized
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,egg,fresh;boiled;fried;organic;large;brown;white;cracked;scrambled;runny
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,fish,fresh;grilled;smoked;wild;farmed;flaky;oily;frozen;salted;tender
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,fish,fresh;grilled;smoked;wild;flaky;frozen;oily;salted;caught;tender
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,fish,fresh;grilled;smoked;wild-caught;flaky;salty;frozen;oily;steamed;filleted
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,fish,fresh;grilled;smoked;wild;frozen;flaky;oily;saltwater;farmed;seasoned
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,fish,fresh;grilled;smoked;wild-caught;flaky;oily;frozen;salted;whole;filleted
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;whole-wheat;stuffed;sauced;homemade;twisted;colorful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;stuffed;sauced;homemade;wheat;twisted;colorful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;whole-wheat;stuffed;sauced;homemade;twisted;boiled
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;whole-wheat;stuffed;sauced;homemade;colorful;twisted
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;whole-wheat;stuffed;sauced;homemade;Italian;twisted
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,rice,steamed;white;brown;cooked;fluffy;sticky;wild;basmati;fried;aromatic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,rice,steamed;white;brown;cooked;fluffy;sticky;wild;basmati;fried;aromatic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;fluffy;wild;basmati;fried;uncooked
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fluffy;basmati;seasoned;long-grain
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,rice,steamed;white;brown;cooked;sticky;wild;fluffy;basmati;fried;aromatic
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;chilled;flavorful;homemade;thick
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;homemade;chilled;thick;flavorful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;chilled;homemade;thick;flavorful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;chilled;homemade;thick;flavorful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;spicy;clear;homemade;canned;thick;flavorful
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,artist,talented;creative;struggling;famous;visionary;dedicated;emerging;skilled;innovative;eccentric
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,artist,talented;creative;visionary;struggling;famous;dedicated;innovative;eccentric;skilled;emerging
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,artist,talented;creative;visionary;struggling;famous;dedicated;innovative;eccentric;skilled;emerging
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,artist,talented;creative;struggling;famous;visionary;dedicated;eccentric;modern;skilled;inspiring
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,artist,talented;creative;visionary;struggling;famous;dedicated;innovative;eccentric;skilled;emerging
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;veteran;agile
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,athlete,fit;professional;dedicated;Olympic;injured;speedy;strong;competitive;young;seasoned
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;veteran;agile
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,athlete,professional;dedicated;fit;Olympic;injured;competitive;young;star;versatile;determined
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,athlete,professional;dedicated;fit;competitive;Olympic;injured;skilled;young;veteran;agile
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B1,most frequent,Human Roles,chef,skilled;renowned;innovative;professional;passionate;celebrity;trained;amateur;creative;meticulous
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,B2,most frequent,Human Roles,chef,skilled;renowned;innovative;professional;passionate;celebrity;trained;creative;busy;talented
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C1,most frequent,Human Roles,chef,skilled;innovative;celebrity;professional;passionate;trained;creative;busy;acclaimed;amateur
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,C2,most frequent,Human Roles,chef,skilled;celebrity;innovative;professional;passionate;trained;amateur;renowned;creative;meticulous
grok-3-mini,english-monolingual,0.0,VI # Vietnamese,Perfect,most frequent,Human Roles,chef,skilled;renowned;innovative;professional;passionate;celebrity;trained;creative;meticulous;aspiring
