Model,SystemPromptType,Temperature,Language,Proficiency,Prompt,NounCategory,Noun,Adjectives
grok-3-mini,basic,1.0,AR # Arabic,B1,most frequent,Abstract Concepts,anger,strong;big;hot;sudden;quick;bad;deep;wild;silent;hidden
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,morning,early;fresh;bright;foggy;busy;quiet;cold;warm;sunny;crisp
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;warm;restless;peaceful;endless;magical
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,season,long;short;busy;quiet;final;early;festive;cold;warm;productive
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,second,short;last;final;quick;long;precise;tense;exciting;boring;crucial
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,week,long;short;busy;quiet;final;early;productive;relaxing;festive;ordinary
grok-3-mini,basic,1.0,AR # Arabic,C2,most frequent,Time Concepts,year,long;short;busy;quiet;final;early;productive;challenging;festive;memorable
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,anger,intense;sudden;deep;blind;raw;fierce;quiet;simmering;explosive;controlled
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,courage,great;true;moral;physical;quiet;heroic;innate;displayed;unwavering;bold
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,fear,deep;sudden;overwhelming;irrational;primal;constant;hidden;paralyzing;growing;instinctive
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,freedom,true;absolute;personal;basic;full;limited;hard-won;national;inner;complete
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,happiness,pure;lasting;simple;deep;genuine;fleeting;shared;quiet;overwhelming;inner
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,hate,intense;blind;deep;irrational;growing;bitter;unspoken;mutual;violent;enduring
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,honesty,complete;brutal;simple;absolute;genuine;straightforward;rare;refreshing;painful;unwavering
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,justice,true;blind;swift;fair;social;divine;ultimate;equal;poetic;delayed
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,knowledge,vast;deep;basic;practical;ancient;shared;hidden;scientific;everyday;theoretical
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,love,true;deep;pure;unconditional;passionate;enduring;simple;mutual;forbidden;gentle
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,peace,lasting;inner;global;fragile;quiet;perfect;hard-won;eternal;domestic;absolute
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Abstract Concepts,wisdom,ancient;profound;practical;innate;timeless;shared;simple;hard-earned;intuitive;guiding
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,bell,loud;small;old;ringing;golden;church;alarm;decorative;clear;hand-held
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,candle,lit;flickering;scented;small;wax;tall;decorative;birthday;warm;melted
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,carpet,soft;colorful;thick;Persian;old;woolen;patterned;new;rolled;dirty
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,coin,old;shiny;rare;gold;silver;foreign;modern;counterfeit;ancient;small
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,crown,royal;golden;jeweled;ancient;ceremonial;heavy;simple;symbolic;ornate;fitting
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,flag,national;waving;colorful;torn;proud;foreign;historic;small;official;fluttering
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,mask,protective;facial;decorative;scary;ancient;full-face;colorful;simple;Halloween;hidden
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,necklace,gold;pearl;simple;elegant;long;antique;beaded;silver;heavy;delicate
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,painting,beautiful;old;abstract;colorful;famous;modern;detailed;large;framed;simple
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,ring,gold;wedding;simple;antique;engagement;silver;large;decorative;diamond;plain
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,statue,ancient;bronze;tall;famous;stone;modern;heroic;decorative;broken;marble
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Cultural Artifacts,vase,antique;glass;decorative;tall;floral;broken;simple;ceramic;painted;empty
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,cloud,fluffy;dark;white;stormy;drifting;low;high;rain-filled;passing;gray
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,earthquake,strong;sudden;devastating;minor;seismic;underground;massive;shallow;rare;violent
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,fog,thick;morning;dense;light;chilling;coastal;early;rolling;persistent;lifting
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,lightning,bright;sudden;forked;striking;distant;electric;fast;nighttime;powerful;frequent
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,rain,heavy;light;steady;pouring;gentle;cold;warm;seasonal;driving;soft
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,rainbow,colorful;bright;double;fading;vivid;full;arched;distant;rare;perfect
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,snow,fresh;deep;light;falling;packed;melting;fluffy;winter;heavy;drifting
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,storm,fierce;approaching;violent;brewing;sudden;tropical;raging;distant;wild;electrical
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,thunder,loud;rolling;distant;booming;sudden;echoing;frightening;constant;deep;crashing
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,tide,high;low;rising;ebbing;strong;incoming;outgoing;coastal;full;gentle
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,volcano,active;dormant;erupting;massive;ancient;smoking;fiery;underwater;tall;threatening
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Environmental Phenomena,wind,strong;gentle;howling;cold;warm;steady;gusty;eastern;western;biting
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,apple,red;green;fresh;juicy;ripe;sweet;sour;small;organic;crisp
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,banana,yellow;ripe;fresh;peeled;long;sweet;green;organic;soft;spotted
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,beef,fresh;grilled;lean;tender;ground;rare;cooked;organic;fatty;sliced
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,bread,fresh;warm;sliced;whole-wheat;soft;crusty;baked;white;toasted;homemade
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,broccoli,fresh;steamed;green;crisp;organic;raw;frozen;chopped;tender;boiled
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,cheese,sharp;soft;melted;aged;creamy;grated;hard;flavored;fresh;sliced
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,chicken,grilled;fresh;roasted;fried;organic;boneless;tender;spicy;whole;cooked
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,egg,fresh;boiled;fried;raw;large;organic;cracked;scrambled;white;brown
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,fish,fresh;grilled;smoked;fresh-caught;salted;fried;wild;frozen;tender;flaky
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,pasta,cooked;al dente;fresh;dried;homemade;cheesy;sauced;long;twisted;stuffed
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,rice,cooked;steamed;white;brown;fluffy;sticky;wild;boiled;spiced;raw
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Food Items,soup,hot;creamy;vegetable;hearty;clear;spicy;cold;homemade;thick;flavorful
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,artist,talented;creative;famous;struggling;local;modern;skilled;visionary;dedicated;young
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,athlete,professional;strong;fast;dedicated;Olympic;injured;skilled;young;competitive;fit
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,chef,skilled;famous;creative;professional;young;experienced;talented;busy;innovative;local
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,doctor,skilled;experienced;busy;young;dedicated;specialist;caring;senior;local;emergency
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,engineer,skilled;mechanical;civil;experienced;young;innovative;dedicated;electrical;senior;creative
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,farmer,local;hard-working;organic;experienced;young;dedicated;rural;skilled;family;modern
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,lawyer,experienced;corporate;defense;skilled;young;dedicated;criminal;senior;local;ambitious
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,musician,talented;famous;classical;young;skilled;jazz;dedicated;rock;local;creative
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,scientist,brilliant;dedicated;environmental;young;experienced;nuclear;skilled;biological;innovative;senior
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,soldier,brave;trained;active;veteran;young;elite;disciplined;heroic;wounded;loyal
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,teacher,dedicated;experienced;young;inspiring;high-school;patient;skilled;elementary;creative;retired
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Human Roles,writer,talented;famous;young;prolific;dedicated;mystery;skilled;aspiring;historical;creative
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,book,old;new;thick;interesting;popular;hardcover;educational;fictional;paperback;rare
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,bridge,old;long;wooden;high;modern;suspended;broken;stone;narrow;famous
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,drums,loud;wooden;small;rhythmic;electronic;traditional;large;tuned;old;hand-held
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,earth,flat;green;dry;fertile;rocky;vast;ancient;warm;frozen;distant
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,flute,wooden;silver;small;melodic;ancient;modern;tuned;hand-held;polished;sweet-sounding
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,key,small;metal;old;spare;brass;modern;locked;silver;electronic;rusty
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,knife,sharp;small;kitchen;old;pocket;metal;dull;hunting;stainless;wooden-handled
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,lock,old;secure;electronic;rusty;small;modern;broken;door;padlock;combination
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,moon,full;bright;crescent;distant;waxing;waning;glowing;red;visible;dark
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,pen,black;ink;small;fancy;cheap;ballpoint;fountain;wooden;colorful;broken
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,sun,bright;setting;rising;hot;golden;midday;distant;warm;summer;fading
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Inanimate Objects,sword,sharp;ancient;long;metal;ceremonial;rusty;decorated;heavy;wooden;knightly
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,cat,black;playful;stray;domestic;wild;fluffy;old;young;lazy;curious
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,dog,loyal;big;small;trained;stray;friendly;wild;old;young;energetic
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,dolphin,playful;intelligent;wild;trained;large;gray;friendly;marine;swift;jumping
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,elephant,large;wild;gray;tame;old;young;majestic;endangered;African;trained
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,hamster,small;furry;playful;caged;wild;young;pet;fast;nocturnal;brown
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,monkey,playful;wild;small;trained;curious;brown;young;intelligent;swinging;noisy
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,mouse,small;gray;wild;pet;quick;furry;young;trapped;shy;nocturnal
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,peacock,colorful;wild;proud;large;beautiful;tame;exotic;male;strutting;noisy
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,rabbit,white;wild;fluffy;small;pet;fast;young;hopping;brown;tame
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,shark,large;dangerous;wild;fast;gray;marine;aggressive;hunted;deep-sea;solitary
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,snake,long;poisonous;wild;coiled;tame;green;fast;slithering;dangerous;patterned
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Neutral Animals,whale,large;majestic;wild;blue;endangered;swimming;deep-sea;gentle;massive;migrating
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,city,busy;large;modern;old;crowded;coastal;historic;industrial;small;vibrant
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,desert,vast;dry;hot;sandy;barren;remote;ancient;golden;windswept;endless
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,forest,dense;green;ancient;dark;tropical;quiet;vast;rainy;peaceful;wild
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,island,small;tropical;remote;volcanic;deserted;green;sandy;large;coastal;inhabited
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,lake,deep;clear;frozen;large;small;calm;mountain;polluted;scenic;blue
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,mountain,high;snowy;rugged;tall;remote;green;volcanic;ancient;steep;majestic
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,ocean,vast;deep;blue;stormy;calm;cold;warm;endless;salty;mysterious
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,plain,vast;flat;green;dry;open;grassy;fertile;endless;windy;barren
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,plateau,high;flat;rocky;vast;elevated;dry;green;ancient;remote;scenic
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,river,wide;deep;flowing;muddy;clear;fast;slow;winding;frozen;scenic
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,valley,deep;green;narrow;wide;fertile;hidden;mountainous;scenic;dry;peaceful
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Places,village,small;quiet;rural;ancient;coastal;mountain;modern;fishing;farming;isolated
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,cactus,spiky;tall;desert;green;flowering;small;wild;prickly;hardy;exotic
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,eggplant,purple;fresh;large;ripe;grilled;organic;sliced;shiny;soft;cooked
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,flower,beautiful;red;wild;blooming;fragrant;small;exotic;yellow;fresh;wilted
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,grass,green;tall;wet;dry;fresh;wild;mowed;soft;thick;yellowing
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,lettuce,fresh;green;crisp;organic;wilted;chopped;raw;leafy;salad;wet
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,mushroom,wild;fresh;edible;small;poisonous;dried;cooked;large;white;exotic
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,onion,fresh;red;white;sliced;raw;cooked;strong-smelling;small;organic;dried
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,pepper,hot;red;green;fresh;sliced;spicy;sweet;dried;organic;ground
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,potato,fresh;baked;large;small;organic;boiled;fried;peeled;raw;yellow
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,rose,red;beautiful;thorny;fresh;blooming;white;fragrant;wild;pink;cultivated
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,tomato,red;fresh;ripe;juicy;sliced;organic;small;green;cooked;cherry
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Plants,tree,tall;old;green;fruit-bearing;shady;young;dead;oak;pine;flowering
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,ally,strong;loyal;reliable;strategic;close;trusted;foreign;powerful;helpful;steadfast
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,brother,older;younger;loving;protective;twin;distant;close;supportive;annoying;caring
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,enemy,sworn;fierce;ancient;powerful;hidden;foreign;dangerous;bitter;mortal;ruthless
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,father,loving;strict;absent;proud;hardworking;elderly;young;supportive;distant;caring
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,follower,loyal;devoted;blind;enthusiastic;faithful;dedicated;mass;religious;political;eager
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,friend,close;true;old;new;loyal;supportive;childhood;reliable;distant;fun
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,leader,strong;charismatic;effective;visionary;elected;military;spiritual;democratic;inspiring;weak
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,mother,loving;caring;protective;busy;single;elderly;young;supportive;distant;nurturing
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,partner,business;life;reliable;equal;trusted;romantic;professional;supportive;distant;creative
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,rival,fierce;business;political;longtime;strong;competitive;bitter;sports;equal;challenging
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,sister,older;younger;loving;protective;twin;distant;close;supportive;annoying;caring
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Social Relationships,stranger,mysterious;friendly;dangerous;unknown;passing;helpful;suspicious;foreign;wandering;odd
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,above,high;clear;bright;distant;vast;open;blue;starry;floating;elevated
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,back,rear;hidden;dark;strong;straight;sore;covered;wooden;metal;flat
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,below,low;deep;hidden;dark;underground;submerged;distant;quiet;cold;vast
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,east,rising;distant;sunny;coastal;far;ancient;modern;busy;quiet;exotic
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,front,main;wide;open;busy;clear;wooden;glass;narrow;decorative;secure
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,inside,warm;dark;cozy;hidden;empty;full;secure;quiet;bright;spacious
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,left,open;empty;dark;wide;narrow;forgotten;clear;blocked;distant;quiet
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,north,cold;far;polar;ancient;modern;busy;quiet;forested;coastal;mountainous
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,outside,cold;bright;wet;dark;open;noisy;quiet;green;vast;secure
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,right,correct;absolute;immediate;basic;moral;legal;straight;true;proper;divine
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,south,warm;tropical;distant;coastal;far;ancient;modern;busy;quiet;sunny
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Spatial Concepts,west,wild;far;coastal;ancient;modern;busy;quiet;forested;golden;sunny
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,century,past;modern;ancient;golden;dark;progressive;turbulent;enlightened;revolutionary;forgotten
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,day,sunny;long;short;busy;clear;rainy;hot;cold;ordinary;special
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,evening,quiet;cool;long;warm;relaxing;late;early;starry;peaceful;busy
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,hour,long;short;early;late;busy;quiet;golden;final;morning;afternoon
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,minute,quick;long;final;short;exact;passing;waiting;tense;quiet;busy
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,month,long;short;busy;quiet;final;starting;ending;warm;cold;festive
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,morning,early;fresh;bright;foggy;cool;busy;quiet;sunny;rainy;crisp
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,night,dark;long;quiet;starry;cold;warm;sleepless;festive;mysterious;short
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,season,long;short;warm;cold;rainy;dry;festive;busy;quiet;changing
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,second,quick;final;short;last;precise;passing;tense;quiet;busy;exact
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,week,long;short;busy;quiet;final;starting;ending;productive;relaxing;eventful
grok-3-mini,basic,1.0,AR # Arabic,Perfect,most frequent,Time Concepts,year,long;short;busy;quiet;final;starting;ending;productive;memorable;new
